Gene	Category	PRMT5	Size	rho	p	FDR	depleted	enriched
HERC3	Other	0.316659908679446	10	0.0031929767531763	0.0401928833312669	0.145422794706655	NA	82
KAT6A	Other	0.412152659152968	10	0.00324877919823314	0.040706530402593	0.146806132226126	NA	83
SETD4	Other	0.386955840388107	10	0.00330606763796145	0.0412467454258843	0.148276081627455	NA	84
TSC2	Other	-0.274102587315719	10	0.00348219966816751	0.043053366159514	0.154161262771645	228	NA
L3MBTL4	Other	0.234159274342367	10	0.00349156305377903	0.0431596379673746	0.154161262771645	NA	85
EP400	Other	-0.469900364477579	10	0.00350420489048918	0.0433367576471422	0.154300939648105	229	NA
PYGO2	Other	-0.0518587116149009	10	0.00363228857228645	0.0446385872934342	0.157930191753353	230	NA
TET1	Other	0.257009788668935	10	0.00363228857228645	0.0446385872934342	0.157930191753353	NA	86
METTL15	Other	0.29155117600324	10	0.0036645004982422	0.0448776988611205	0.158275291251523	NA	87
USP12	Other	0.336770273453135	10	0.00372867865015237	0.0455596096282258	0.159983239703281	NA	88
EZH2	Other	0.232102934801279	10	0.00373665558881064	0.0456481694681096	0.159983239703281	NA	89
SMAD4	Other	0.356416206682869	10	0.00380513086202567	0.0464186400750987	0.161978347367447	NA	90
PSMD11	Essential	-0.707993626264495	10	0.00381368649102786	0.0465071999149826	0.161978347367447	231	NA
RPA2	Essential	-0.654280572099648	10	0.00401617006593995	0.0488983155918454	0.169777381464855	232	NA
MALT1	Other	0.192497330757266	10	0.00431094893214382	0.0521307497476045	0.180440180240934	NA	91
TAF7	Other	-0.597290732145158	10	0.00432783117301398	0.0523078694273721	0.180494438332722	233	NA
MAPKAPK3	Other	-0.128433497168559	10	0.00437189185095217	0.0528480844506633	0.181797410510282	234	NA
USP14	Other	-0.241604252502632	10	0.00438901167751149	0.0530340601144193	0.181877543582579	235	NA
ZNF217	Other	-0.290526336365283	10	0.0044687689863188	0.0537602508014665	0.183804160232537	236	NA
USP13	Other	0.204902418345469	10	0.00456532325619676	0.0547255530562001	0.186534049746438	NA	92
KDM8	Other	0.261691384936355	10	0.00458277015821813	0.0549380966719212	0.186689337626772	NA	93
PRKCB	Other	0.188451215881473	10	0.0046088674884229	0.055212632175561	0.186997098501391	NA	94
PRMT1	Other	-0.348762585159153	10	0.00462130552554134	0.0553631839033635	0.186997098501391	237	NA
NEUROD1	Other	0.294375163290635	10	0.00466790442331374	0.0558148390867709	0.187954789454849	NA	95
SPOP	Other	0.228122871596397	10	0.00473346512187118	0.0564790378858995	0.1893193810399	NA	96
BMI1	Other	0.29515716486166	10	0.00474057713095556	0.0565587417417949	0.1893193810399	NA	97
ELP3	Other	0.259082257767354	10	0.00476227863807952	0.0568067092934696	0.189581794000296	NA	98
NF1	Other	0.353292135945076	10	0.00483399442309911	0.0574974760445633	0.19131600660066	NA	99
TAF6	Other	-0.520381294280842	10	0.00486298322341363	0.0578871393400521	0.19204101419044	238	NA
PRDM13	Nonessential	0.330894189857372	10	0.00488494609099752	0.0581351068917267	0.192293045872635	NA	100
RPLP2	Essential	-0.640699452303075	10	0.00493962984928602	0.0587373138029366	0.193711849061012	239	NA
PJA1	Other	0.291432413181577	10	0.00505563468225905	0.0600834233691705	0.19756843331392	NA	101
USP53	Other	0.267772960611099	10	0.00518368364833346	0.0614383889193928	0.201431433465927	NA	102
TP53	Other	0.162280503597886	10	0.00531122737826605	0.0626782266777662	0.204895489548955	NA	103
CDK17	Essential	0.257526819415272	10	0.00536475146484927	0.0631830177651039	0.205546281372323	NA	104
SMARCC2	Other	0.314559446899912	10	0.00537268353559715	0.0632450096530225	0.205546281372323	NA	105
RUNX1	Other	0.26885685415687	10	0.00551719944802697	0.0646088311872332	0.209370067441527	NA	106
FBXO22	Other	-0.467975899464872	10	0.00564845781178045	0.0660523565773393	0.213429290905969	240	NA
BRD2	Other	-0.297287380083767	10	0.00576876781483783	0.0673984661435732	0.217151254030302	241	NA
TDRD1	Other	0.298051168496256	10	0.00580421007022299	0.0677349935351317	0.217608398770912	NA	107
USP38	Other	0.279773467862215	10	0.00583620088068719	0.0681866487185391	0.218431728559675	NA	108
TRAF7	Other	-0.276189375267614	10	0.00592769771842115	0.0690456791654121	0.220528426780355	242	NA
DYRK1A	Other	0.329200363959863	10	0.00594405360657237	0.0692670787651216	0.220528426780355	NA	109
ING2	Other	0.209789334259493	10	0.00597102681975255	0.0695681822207265	0.220528426780355	NA	110
RPTOR	Other	-0.4192633462829	10	0.00597648053184321	0.0696301741086452	0.220528426780355	243	NA
SETD1A	Other	-0.282338375389821	10	0.00644111063771167	0.0745363892382083	0.235400234938748	244	NA
INO80D	Other	-0.306417148829614	10	0.00657660554174013	0.0758736428204538	0.238777950828791	245	NA
HIST1H1E	Other	-0.406490364820529	10	0.00658794869108564	0.0760330505322446	0.238777950828791	246	NA
RB1	Other	0.350784587530614	10	0.00693747363337202	0.0795931560955738	0.248783118535317	NA	111
RPS24	Essential	-0.644295856404587	10	0.00694717794184475	0.0796640039674808	0.248783118535317	247	NA
USP26	Nonessential	0.348694510484922	10	0.00707845209906937	0.0809038417258542	0.25107649269082	NA	112
CDH1	Other	0.191752352317426	10	0.00708568706252535	0.0809746895977612	0.25107649269082	NA	113
USP49	Other	-0.229006778857462	10	0.00709598902764039	0.0810721054216334	0.25107649269082	248	NA
CHD1L	Other	0.184956200803636	10	0.00715741206629841	0.0815060486370641	0.251723100486844	NA	114
KANSL3	Other	-0.472452432591305	10	0.00729166739988981	0.0830647018190191	0.255830128467392	249	NA
DPY30	Other	-0.309182721107061	10	0.00733679044284031	0.0835783488903452	0.256704928734632	250	NA
SLC38A4	Other	0.173962187224577	10	0.00743760724517944	0.0844285233532298	0.258602499594222	NA	115
PCGF5	Other	0.339950428666069	10	0.00746781533376084	0.0846587789369277	0.258602499594222	NA	116
H3F3B	Other	-0.355567439160866	10	0.00755182441013749	0.0856063692236844	0.260784525319017	251	NA
PLCG1	Other	0.303415252089187	10	0.00765233544964318	0.0865628154944296	0.262981597072751	NA	117
PHF10	Other	0.182789140402055	10	0.00776719799481811	0.0877318053808959	0.265547230398716	NA	118
PSMA1	Essential	-0.533427031527051	10	0.00777643081297306	0.0878823571086984	0.265547230398716	252	NA
HMG20A	Other	-0.234985426174753	10	0.00784381466025321	0.0885199879558618	0.266752955619012	253	NA
NAA30	Other	-0.429531166380265	10	0.00791000173508834	0.0891310508510601	0.267154195312293	254	NA
AMFR	Other	0.261024762080886	10	0.00791000173508836	0.0891310508510601	0.267154195312293	NA	119
CIC	Other	0.236294635187399	10	0.00803064197026741	0.0901229210577587	0.269404881664637	NA	120
JADE1	Other	0.24885842136669	10	0.00824096902830498	0.0922040772950282	0.274001410695159	NA	121
AFF2	Other	0.2634475194444	10	0.0082728439828	0.0925051807506332	0.274001410695159	NA	122
H2BFM	Nonessential	0.315704705859978	10	0.00828266896137068	0.0926025965745054	0.274001410695159	NA	123
STK17A	Other	0.280324385023291	10	0.00829700772734932	0.0927708602702846	0.274001410695159	NA	124
SUV39H1	Other	0.27054328772127	10	0.00831628072017955	0.0928859880621336	0.274001410695159	NA	125
HECTD3	Other	-0.115564284580841	10	0.00835414936900594	0.0932136594697037	0.274244398124023	255	NA
CUL4A	Other	-0.0564105609205575	10	0.00839853137167669	0.0936121787491808	0.274694004833554	256	NA
STAG2	Other	0.317606922205087	10	0.00860354570757501	0.0954719353867408	0.279417863252294	NA	126
KDM5C	Other	0.326731946315213	10	0.00868770366747811	0.0962689739456951	0.281014916113021	NA	127
ING3	Other	-0.158765000585037	10	0.00903352574450622	0.099589967941338	0.289952042079208	257	NA
CARM1	Other	-0.191877016661811	10	0.00908586071744175	0.100139038948618	0.290793365050791	258	NA
BRD4	Other	-0.266723993442596	10	0.00911082790313364	0.100404718468269	0.290809521366644	259	NA
RFFL	Other	0.111680235584533	10	0.00930438995417063	0.102175915265945	0.295174866323842	NA	128
KDM1B	Other	0.318042861677786	10	0.00933436265649273	0.102450450769585	0.295205164846382	NA	129
MLLT6	Other	-0.438346226482552	10	0.00960957989666482	0.105009830142227	0.301802031102853	260	NA
RNF2	Other	0.292958936414418	10	0.00963577520716806	0.105364069501762	0.302043665905052	NA	130
SMARCA2	Other	0.240059012800649	10	0.00982086116469776	0.106940434651694	0.305778531817376	NA	131
KAT7	Other	0.224034317177358	10	0.00987623624679626	0.107648913370765	0.307019094766619	NA	132
HLTF	Other	0.373380905114554	10	0.0099819216814002	0.108649639561452	0.30908472526642	NA	133
SPIN2A	Other	0.272940929217372	10	0.0101096473206848	0.10980977346393	0.31159219982912	NA	134
CCNT1	Other	0.209116182814527	10	0.0103386619263551	0.111935209621141	0.316819150269457	NA	135
APOBEC3A	Other	0.252546408991201	10	0.0104513303360548	0.113157335411538	0.319469446944694	NA	136
GATA2	Other	-0.141549450321861	10	0.0105069570899248	0.113768398306736	0.320385565004863	261	NA
MSL1	Other	-0.173179025702847	10	0.0105635739543514	0.114326325298004	0.321147818299418	262	NA
H2AFJ	Other	-0.107450830932274	10	0.0106213438360055	0.114955100161179	0.322104766867664	263	NA
UBE2E1	Other	0.26526175495333	10	0.0106833996154041	0.115592731008342	0.323066097133404	NA	137
USP45	Other	0.294331473637878	10	0.0107062595507321	0.115876122495971	0.323066097133404	NA	138
SUV420H1	Other	0.31177962991695	10	0.0110571116547905	0.11861262154838	0.329872912664401	NA	139
YAF2	Other	0.227517871009721	10	0.0113380610237904	0.121110009033104	0.335982605704739	NA	140
EGFR	Other	0.275225118562578	10	0.011683699634509	0.123660532421757	0.342209097147338	NA	141
ZCWPW2	Other	0.311411810562713	10	0.0118084021458097	0.124563842788572	0.343857719105244	NA	142
VPS72	Other	-0.175388406264443	10	0.0120514256047694	0.126352751554225	0.347936887284788	264	NA
USP42	Other	0.252714279955166	10	0.0121223896583338	0.126972670433412	0.348784878487849	NA	143
PIAS2	Other	0.27394687687543	10	0.0124325233437405	0.129567473742007	0.355040283440109	NA	144
PRKCA	Other	0.282178954100012	10	0.0125028641215151	0.130063408845357	0.355527851073616	NA	145
EAF2	Other	0.225823820721897	10	0.0126279913587512	0.13102871110009	0.357292924414393	NA	146
HRAS	Other	0.208414043861135	10	0.0127453440858996	0.131870029578987	0.358712148587121	NA	147
PHF11	Other	0.150082117156044	10	0.0129070436411925	0.133269275049151	0.36163846967221	NA	148
MAP2K4	Other	0.253805772684033	10	0.0130700326224366	0.134385129031687	0.363783472778271	NA	149
MDM2	Other	0.293561556676618	10	0.0131500794885229	0.134943056022955	0.363915066205416	NA	150
BPTF	Other	-0.298867005224819	10	0.0131691192335577	0.135084751766769	0.363915066205416	265	NA
MTA3	Other	0.197712711179033	10	0.0135036005831118	0.137661843107388	0.369966203351104	NA	151
SPIN3	Other	0.240954083911039	10	0.0135840541751202	0.138352609858481	0.370398881993462	NA	152
RNF20	Other	-0.227443458022809	10	0.0135977359873616	0.138485449618307	0.370398881993462	266	NA
PRDM14	Nonessential	0.283937240350397	10	0.0139435557375737	0.141159956782798	0.375966525223951	NA	153
PRMT9	Other	0.297748278999285	10	0.0139603619343479	0.141239660638694	0.375966525223951	NA	154
KDM4C	Other	0.257479936692833	10	0.0141543713899182	0.14278945783666	0.378290554173901	NA	155
SETDB1	Other	-0.313870319487274	10	0.0141543713899182	0.14278945783666	0.378290554173901	267	NA
UHRF2	Other	0.303329466717917	10	0.0144064040401858	0.144773198250058	0.382639327762564	NA	156
CBX1	Other	0.305581933396423	10	0.014610596801888	0.146438123239873	0.386033779848573	NA	157
CDKN2C	Other	0.284459540218404	10	0.0146627443405419	0.146748082679467	0.386033779848573	NA	158
MEAF6	Other	0.32719351893903	10	0.0147334606968593	0.14738571352663	0.386801004044066	NA	159
EYA4	Other	0.281279004210746	10	0.015139174529798	0.150954675073947	0.395239641060125	NA	160
RICTOR	Other	-0.241703569663542	10	0.0152197801214403	0.151618873873076	0.396051170537615	268	NA
ZNF711	Other	0.223072571468887	10	0.0152839465315288	0.152141376928391	0.396489648964897	NA	161
PARP16	Other	-0.201943459433624	10	0.0156009561105176	0.154647620397102	0.402083813032466	269	NA
BRWD3	Other	0.176559835990789	10	0.015760474003602	0.155728050443685	0.403953504399164	NA	162
KAT8	Other	-0.245358469085892	10	0.0158431085531475	0.156445385146744	0.404874862486249	270	NA
TNFAIP3	Other	0.189413746903998	10	0.0160664641190095	0.157986326360722	0.407918505476414	NA	163
CUL5	Other	0.222888672117656	10	0.0165762245385962	0.161927239235551	0.416308182542392	NA	164
SKP1	Other	-0.0098498811249288	10	0.0165835824391866	0.161980375139482	0.416308182542392	271	NA
TET2	Other	0.305793237592336	10	0.0168834558408782	0.164522042544147	0.421870742120084	NA	165
CTCF	Other	0.0953606221502203	10	0.0169657772334025	0.165097681503392	0.421933631719336	NA	166
NLK	Other	0.302473970236911	10	0.0169962912172114	0.165301369135125	0.421933631719336	NA	167
JMJD4	Other	0.292462260934724	10	0.0171099744295521	0.166151543598009	0.423137644060534	NA	168
CTNNB1	Other	0.312180091533502	10	0.0174775440442055	0.168888042650419	0.429129162916292	NA	169
EEF2KMT	Other	-0.413400684333764	10	0.0177070222372413	0.170703519368037	0.432758581980647	272	NA
CUX1	Other	-0.073338382743173	10	0.0178044122701878	0.171358862183177	0.433437121992742	273	NA
RAD54L2	Other	0.165621754045161	10	0.01793929950911	0.17243929222976	0.434428240121309	NA	170
METTL21C	Other	0.132887835032809	10	0.0179547929491397	0.172527852069643	0.434428240121309	NA	171
AKAP1	Other	-0.315316252703038	10	0.0181123660865085	0.173758833844028	0.435610561056106	274	NA
RBBP7	Other	0.215240249667703	10	0.0181840434260621	0.174369896739227	0.435610561056106	NA	172
ZHX1	Other	0.241178492313643	10	0.0182801405398842	0.175034095538355	0.435610561056106	NA	173
SUV39H2	Other	0.305041281869438	10	0.018304017702069	0.175149223330204	0.435610561056106	NA	174
SMYD1	Other	0.277359698055657	10	0.0183129910971995	0.175220071202111	0.435610561056106	NA	175
CDK6	Other	0.252941339435666	10	0.0183280895451467	0.17533519899396	0.435610561056106	NA	176
PRDM5	Other	0.258789059800448	10	0.0190374389001725	0.180843621034733	0.448299708019582	NA	177
ASXL1	Other	0.228117478362472	10	0.0193625729605399	0.182969057191945	0.452565057390695	NA	178
KANSL2	Other	-0.277016943708572	10	0.0194991058188535	0.184049487238527	0.45423250934365	275	NA
PRDM2	Other	0.207400449765602	10	0.0197433091159382	0.185599284436494	0.457034458904406	NA	179
ALKBH1	Other	0.177067999548207	10	0.0198627577356614	0.186511450787297	0.457034458904406	NA	180
UBE2N	Other	-0.147957966085466	10	0.0198909477338418	0.186777130306948	0.457034458904406	276	NA
SMAD3	Other	-0.191199532672679	10	0.0199230510088587	0.186892258098797	0.457034458904406	277	NA
GADD45A	Other	0.252442677050582	10	0.0199696140990292	0.187228785490356	0.457034458904406	NA	181
FTO	Other	0.282619389446285	10	0.0203462303241428	0.189752740927044	0.460997401258564	NA	182
TAF4	Other	-0.136975093708458	10	0.020365092831214	0.189859012734905	0.460997401258564	278	NA
BTRC	Other	-0.189403200588347	10	0.0204037047749164	0.190089268318603	0.460997401258564	279	NA
VRK1	Other	0.261294276082784	10	0.0206553286533205	0.191842753148302	0.464138314479396	NA	183
PTPN13	Other	0.308430460363138	10	0.0207084567979731	0.192214704475814	0.464138314479396	NA	184
BAP1	Other	0.188445914458631	10	0.0208441789667489	0.19305602295471	0.465165158757255	NA	185
MTF2	Other	0.256382347913182	10	0.0211328235161015	0.195225739031864	0.46938145427446	NA	186
CCDC101	Other	-0.0611733771054925	10	0.0212810407514971	0.196129049398679	0.470541367441465	280	NA
SP140	Other	0.16768041919611	10	0.022354473446209	0.20372748366071	0.487724468378315	NA	187
CALR	Other	0.250522395472039	10	0.0227109020353391	0.20651711861705	0.493346450029618	NA	188
KDM5A	Other	-0.364934100878238	10	0.0228613218287116	0.207411572999876	0.493585422372024	281	NA
HDAC8	Other	0.272152603439739	10	0.0228683660679397	0.20750013283976	0.493585422372024	NA	189
HDAC11	Other	0.136611691390754	10	0.0231404401105361	0.209165057829575	0.496489457862984	NA	190
KDM6A	Other	0.247399379884942	10	0.0232955194412171	0.21023663189217	0.497975750964927	NA	191
CDK8	Other	0.217329120564196	10	0.0234739203437895	0.211379053826671	0.499007812173622	NA	192
NAT8	Other	0.225269106154169	10	0.0235093612724643	0.211565029490427	0.499007812173622	NA	193
KMT2C	Other	0.218143664346924	10	0.0238287077436654	0.21351334596787	0.502542991141219	NA	194
PHF2	Other	-0.135702037983831	10	0.0240145339790576	0.214806319630174	0.504483467214646	282	NA
PRDM6	Other	0.248185211647699	10	0.0240893232927472	0.215240262845605	0.504483467214646	NA	195
ANP32B	Other	0.299857724261454	10	0.0242552701672013	0.216462388636001	0.506286507311819	NA	196
BRAP	Other	0.109159330833888	10	0.0243763652072174	0.217259427194956	0.507089853035408	NA	197
TAF9	Other	0.252870281731972	10	0.0246837449628193	0.219491135160028	0.511231435643564	NA	198
SUV420H2	Other	-0.245222243895306	10	0.0249744924064108	0.221607715333251	0.515088203207015	283	NA
TP63	Other	0.231493498828714	10	0.0250821459007181	0.222449033812147	0.515970995439793	NA	199
HMGN4	Other	0.200307820375856	10	0.0256532898225199	0.226443082590907	0.524147756390546	NA	200
SIRT6	Other	-0.0972135157702492	10	0.0259315563746494	0.228382543084362	0.527544799934539	284	NA
SUZ12	Other	0.235700480655823	10	0.0261555059165953	0.229985476186259	0.530152087373686	NA	201
NAT1	Other	-0.0634589830811124	10	0.0262519588240295	0.230667386953364	0.530629914843336	285	NA
UBE3C	Other	0.18096398022131	10	0.0264133486085416	0.231712393063993	0.531939333563746	NA	202
EAF1	Other	0.198891616898998	10	0.0265100407832546	0.232438583751041	0.532512984905048	NA	203
SMO	Other	0.164794617478896	10	0.026640632366965	0.233164774438088	0.533084290024094	NA	204
WHSC1L1	Other	0.228425943411294	10	0.0271751846328941	0.236875431729219	0.537716144839636	NA	205
METTL4	Other	0.331101749090259	10	0.0271914817203223	0.236937423617138	0.537716144839636	NA	206
MYCBP2	Other	-0.0559064404066528	10	0.0271991504906118	0.236990559521068	0.537716144839636	286	NA
MTA2	Other	0.104219045150848	10	0.0272266901857866	0.237114543296906	0.537716144839636	NA	207
METTL18	Other	0.218577517991673	10	0.028375915572543	0.245421456278007	0.555427506313384	NA	208
KDM5D	Other	0.261554869996047	10	0.028619372774163	0.24698896544395	0.557659294155222	NA	209
RNF34	Other	0.134277200704998	10	0.0286877902465764	0.247405196691404	0.557659294155222	NA	210
H2AFV	Other	0.269022733049761	10	0.0289993075650647	0.249512920880639	0.560211141596087	NA	211
CBLB	Other	0.26110916585057	10	0.029005936558294	0.249539488832604	0.560211141596087	NA	212
PRMT7	Other	0.260145980127448	10	0.0294713763149333	0.252355691740909	0.56539812297863	NA	213
PTPN2	Other	0.252590616599467	10	0.0296342169156181	0.253241290139747	0.566247524752475	NA	214
METTL1	Other	0.171374207107636	10	0.0297322196290265	0.253976336810783	0.566757573960989	NA	215
METTL17	Other	-0.117294238410088	10	0.0299191813979249	0.255180750633203	0.56826368521544	287	NA
HIST1H1B	Other	-0.147074021885837	10	0.0299907638407362	0.255667829752564	0.56826368521544	288	NA
SIAH1	Other	0.22687877524976	10	0.0302818140900701	0.257598434262031	0.570973433977061	NA	216
PSIP1	Other	0.217348981535772	10	0.0303371347018065	0.257908393701624	0.570973433977061	NA	217
PRDM10	Other	-0.186163297199385	10	0.0305595152754072	0.259458190899591	0.572646317886227	289	NA
CHD6	Other	0.185243724012558	10	0.0305949872834163	0.259688446483289	0.572646317886227	NA	218
EED	Other	-0.143585103551363	10	0.0307524977057939	0.260627180786057	0.573585015981913	290	NA
STK31	Other	0.0903760725682437	10	0.031044186191688	0.262433801519687	0.576426306677819	NA	219
STK11	Other	-0.252832746202404	10	0.0314514062140453	0.265019748844294	0.580389839375327	291	NA
NFKBIE	Other	-0.0943637207892943	10	0.031488636642308	0.265276572379957	0.580389839375327	292	NA
TSC1	Other	0.149829358355015	10	0.0317127586287251	0.266746665722028	0.58246635210396	NA	220
PAX5	Other	0.244764036254524	10	0.0321269541482901	0.269350325014612	0.587005191747245	NA	221
PHF20	Other	0.268331415620718	10	0.0325076977620261	0.271723728723498	0.590512352206094	NA	222
PIAS4	Other	-0.0310926894540945	10	0.032545453306143	0.272015976195115	0.590512352206094	293	NA
UBR7	Other	0.168487056070747	10	0.0329940317564138	0.274849891071397	0.59550809732136	NA	223
PRKAG3	Other	-0.177849541005421	10	0.0331231257505485	0.275806337342142	0.596424536070628	294	NA
USP21	Other	0.22922501243297	10	0.0341040399567951	0.282111797941869	0.608324025519187	NA	224
BIRC3	Other	0.168287989760187	10	0.0342748858424794	0.283165660036487	0.608324025519187	NA	225
PAXIP1	Other	0.257440136549129	10	0.0343577708192008	0.283643883171859	0.608324025519187	NA	226
RNF216	Other	0.0294845418121206	10	0.0344582983006709	0.284254946067058	0.608324025519187	NA	227
SND1	Other	0.207681885711169	10	0.0344627746190674	0.284272658035034	0.608324025519187	NA	228
TAF2	Other	-0.145845115210726	10	0.0345144301826103	0.284573761490639	0.608324025519187	295	NA
KDM1A	Other	0.220457113300969	10	0.0347438602164645	0.286008430896757	0.610224094928577	NA	229
DDX51	Essential	-0.296256751396023	10	0.0348515975484062	0.286619493791955	0.61036303630363	296	NA
CBX7	Other	0.136862878645389	10	0.0352707108124192	0.289081457340725	0.614435492978956	NA	230
KEAP1	Other	-0.264553644537233	10	0.0356393471315462	0.291348589241751	0.618079170345877	297	NA
UBE2B	Other	0.265852431868849	10	0.0358438700882084	0.29255300306417	0.619458820882088	NA	231
LIN54	Other	-0.028410888947799	10	0.0360742084892838	0.294129368214102	0.621619345299369	298	NA
ORC4	Other	0.0588026781908084	10	0.0364479078311573	0.296511627906977	0.625319311592176	NA	232
PRDM11	Other	-0.0854585957855111	10	0.0365303567393425	0.296998707026338	0.625319311592176	299	NA
PARK2	Other	0.228370514458975	10	0.036891437990345	0.299212703023433	0.62879662026353	NA	233
ZBTB7C	Other	0.266627388326458	10	0.037327323038273	0.301701234524168	0.632430377869248	NA	234
PHF1	Other	-0.562299227984278	10	0.0373923209260702	0.30207318585168	0.632430377869248	300	NA
PYGO1	Other	0.216729096320884	10	0.0380835986279132	0.306483465877894	0.640464513741094	NA	235
SP140L	Other	0.233017024498669	10	0.0382611703875189	0.307510760020546	0.641412368848825	NA	236
MSL3	Other	0.180571252464711	10	0.0386743944162248	0.3100612834092	0.642661779990154	NA	237
UBE2H	Other	-0.287694927374106	10	0.0387419189288996	0.310433234736712	0.642661779990154	301	NA
NAP1L2	Other	0.231673031528972	10	0.0388738583965203	0.31142510494341	0.642661779990154	NA	238
UHRF1	Other	-0.257990048057635	10	0.0389305974768131	0.31175277635098	0.642661779990154	302	NA
KDM7A	Other	0.252881706462197	10	0.038962015404435	0.311938752014736	0.642661779990154	NA	239
PHOX2B	Other	0.200102549644984	10	0.0389730055674759	0.311956463982713	0.642661779990154	NA	240
ARNTL	Other	0.180013123467174	10	0.0390061531894746	0.312133583662481	0.642661779990154	NA	241
PIK3CB	Other	0.221953660853316	10	0.0401225151721377	0.319041251173418	0.654435498494904	NA	242
MBD1	Other	-0.283710052458085	10	0.0401670108540316	0.319306930693069	0.654435498494904	303	NA
MAP2K1	Other	-0.191305885464447	10	0.0402020675790432	0.319608034148674	0.654435498494904	304	NA
TAF5L	Other	0.226466793656677	10	0.0403117019728263	0.320263376963814	0.654558430295584	NA	243
PCGF6	Other	-0.066754663816697	10	0.0404090769602103	0.320839015923059	0.654558430295584	305	NA
NCOR1	Other	0.196057868454632	10	0.041079639164214	0.324948192493668	0.661734206207506	NA	244
SIRT7	Other	-0.0800290959893827	10	0.0412639748623648	0.326002054588285	0.662566710391547	306	NA
TAF9B	Other	0.170507039622836	10	0.0413389410896878	0.326542269611577	0.662566710391547	NA	245
USP25	Other	0.188245912265406	10	0.041784968893396	0.329402752439824	0.666325968323942	NA	246
MYBL1	Other	0.204806361770608	10	0.041934444290481	0.33035034272658	0.666325968323942	NA	247
PARP4	Other	0.25482451711619	10	0.041970551528985	0.330536318390336	0.666325968323942	NA	248
PRMT6	Other	-0.0955064287296811	10	0.0421015787429914	0.33122708514143	0.666325968323942	307	NA
DICER1	Other	-0.124946665454906	10	0.0421485023728383	0.331510476629058	0.666325968323942	308	NA
SETBP1	Other	0.0838626746548364	10	0.042234598054909	0.331970987796454	0.666325968323942	NA	249
AIRE	Other	-0.131316722156495	10	0.0428573172295504	0.335655077135621	0.672513219063842	309	NA
RHOA	Other	0.176880262867323	10	0.043297833413713	0.338365008236065	0.67673001647213	NA	250
MPHOSPH8	Other	-0.222536003200834	10	0.0434791895685709	0.339427726314671	0.677643210749646	310	NA
KDM4A	Other	0.189446993887001	10	0.0443031014084494	0.344209957668397	0.685766886297171	NA	251
METTL10	Other	0.215555874562939	10	0.0443815820265813	0.344723604739723	0.685766886297171	NA	252
RCOR3	Other	-0.0229079964370294	10	0.0446459073072508	0.346273401937689	0.687626400295447	311	NA
ABL1	Other	-0.0271585899228057	10	0.0450018110969769	0.348496253918773	0.690813496243241	312	NA
CBX3	Other	0.164444656977549	10	0.0451135399248483	0.349293292477727	0.690977184674989	NA	253
NAP1L4	Other	0.211874575605187	10	0.0452197410534408	0.349957491276856	0.690977184674989	NA	254
JAK3	Other	-0.249683015336923	10	0.0453150220421922	0.35047999433217	0.690977184674989	313	NA
KAT2B	Other	0.222787681898914	10	0.0456368541260571	0.352366318921695	0.690977184674989	NA	255
GNAS	Other	-0.130682635769962	10	0.045686851142682	0.352676278361289	0.690977184674989	314	NA
FXR1	Other	0.229512691397407	10	0.045736891165221	0.353039373704812	0.690977184674989	NA	256
KDM3B	Other	-0.0967819731857079	10	0.0459374818047818	0.354190651623302	0.690977184674989	315	NA
ZBTB33	Other	0.212542970020141	10	0.0460380357974502	0.354757434598558	0.690977184674989	NA	257
BMP2K	Other	-0.0281620589452802	10	0.0460883775478325	0.35502311411821	0.690977184674989	316	NA
ARRB1	Other	-0.22730823689747	10	0.0460922271904304	0.355049682070175	0.690977184674989	317	NA
STUB1	Other	-0.124506022066167	10	0.0461387625002815	0.355377353477745	0.690977184674989	318	NA
FBXL3	Other	0.199943356218849	10	0.0463314069180102	0.356440071556351	0.691840277777778	NA	258
NOTCH1	Other	-0.147273160173851	10	0.0464461163517591	0.35721054216334	0.692134118091185	319	NA
PARP15	Other	0.0619349313812575	10	0.0466619045474485	0.358352964097841	0.693146390763644	NA	259
PIAS3	Other	0.000129974627480239	10	0.0470067909532131	0.360283568607308	0.694219594076447	NA	260
PRDM7	Nonessential	0.246821768834729	10	0.047095720940746	0.360735223790715	0.694219594076447	NA	261
HSPA1B	Other	-0.109530853322589	10	0.0471043176245133	0.360770647726669	0.694219594076447	320	NA
WDR61	Essential	0.201215783209968	10	0.0475155762723684	0.363073203563648	0.697449899629138	NA	262
RPL31	Essential	-0.266224553797977	10	0.0476604447893102	0.363949945978498	0.697859837004109	321	NA
RHEB	Other	0.238416209154452	10	0.0479296438555123	0.365473175224499	0.697859837004109	NA	263
NAT6	Other	-0.204356674548902	10	0.047972354776238	0.365694574824209	0.697859837004109	322	NA
PADI2	Other	0.210607742590656	10	0.0480325648388133	0.366039958199756	0.697859837004109	NA	264
HDAC5	Other	0.114052116377147	10	0.0481377349315507	0.366748436918826	0.697859837004109	NA	265
FBXW7	Other	-0.111262563386021	10	0.0481898681008003	0.367031828406454	0.697859837004109	323	NA
PPP4R2	Other	-0.20425719073838	10	0.0485499736067238	0.368997856851875	0.699778861134844	324	NA
HDAC6	Other	-0.256181392641953	10	0.048608527056315	0.369369808179387	0.699778861134844	325	NA
APOBEC3G	Other	0.183490536511288	10	0.0486935098599994	0.369918879186666	0.699778861134844	NA	266
