Gene	Category	PRMT5	Size	rho	p	FDR	depleted	enriched
AURKC	Other	0.0428320592108901	10	0.368820517531271	0.976730902070529	0.999800740360261	NA	557
YWHAE	Other	-0.0555607842354725	10	0.370021822501646	0.977341964965727	0.999800740360261	510	NA
MGRN1	Other	0.0408730900443312	10	0.370165422508426	0.9774393807896	0.999800740360261	NA	558
JMJD6	Other	0.0154829398561848	10	0.370422533710419	0.977527940629483	0.999800740360261	NA	559
YWHAZ	Other	-0.0410139523833255	10	0.370823382462191	0.977758196213181	0.999800740360261	511	NA
GATA1	Other	0.0612865687488896	10	0.372829677442552	0.978776634371845	0.999800740360261	NA	560
NTMT1	Other	0.110005704746019	10	0.373432228422697	0.979095449795427	0.999800740360261	NA	561
RNF168	Other	0.0258325131592485	10	0.374286720798107	0.979609096866753	0.999800740360261	NA	562
ALKBH5	Other	0.0509229901940294	10	0.374638240354194	0.979821640482474	0.999800740360261	NA	563
CTBP2	Other	-0.0520036604188218	10	0.375731360867273	0.980414991409696	0.999800740360261	512	NA
PRKCD	Other	0.0714726862514315	10	0.376046777326442	0.980547831169521	0.999800740360261	NA	564
JMJD7	Other	-0.0523557694594035	10	0.376248129985527	0.980600967073452	0.999800740360261	513	NA
CEBPA	Other	0.028891529184052	10	0.379717041791656	0.981256309888592	0.999800740360261	NA	565
USP33	Other	0.0432800272540385	10	0.380281132168807	0.981336013744487	0.999800740360261	NA	566
ING4	Other	0.0397390333134623	10	0.380488214626325	0.981344869728476	0.999800740360261	NA	567
ERCC6	Other	0.0717228028784523	10	0.389056446015868	0.982752971182628	0.999800740360261	NA	568
NFE2L2	Other	0.0333962609728075	10	0.390130825629766	0.982938946846384	0.999800740360261	NA	569
RFWD2	Other	0.0564003389963073	10	0.393165076339197	0.983620857613489	0.999800740360261	NA	570
SPEG	Other	0.000511343582273833	10	0.396562476698947	0.984134504684816	0.999800740360261	NA	571
PRDM1	Other	-0.0370182004010783	10	0.399638975948487	0.984736711596025	0.999800740360261	514	NA
CASP8	Other	0.00533998744857447	10	0.403197451425873	0.985321206539259	0.999800740360261	NA	572
MYOD1	Other	0.0805543770721433	10	0.407810721522494	0.986047397226306	0.999800740360261	NA	573
H2AFY	Other	0.0632692953069778	10	0.412617155241777	0.986702740041446	0.999800740360261	NA	574
HSPA1A	Other	0.0372065702609969	10	0.414037558604792	0.986888715705202	0.999800740360261	NA	575
SUFU	Other	0.022691054121174	10	0.433324912783588	0.989775766485414	0.999800740360261	NA	576
ALKBH2	Other	-0.0469017087817597	10	0.441165373395615	0.990794204644078	0.999800740360261	515	NA
ERBB2	Other	0.0239614930394297	10	0.450506440875005	0.991910058626614	0.999800740360261	NA	577
KDM2B	Other	0.0113569817789066	10	0.455820634632378	0.992583113409731	0.999800740360261	NA	578
ALDH1A2	Other	0.019590845232318	10	0.456041249367369	0.992600825377708	0.999800740360261	NA	579
PDGFRB	Other	0.0174021762455573	10	0.460074823212041	0.993141040400999	0.999800740360261	NA	580
SP110	Other	-0.00977067333156745	10	0.46245481620408	0.993380151968685	0.999800740360261	516	NA
ATXN7L3	Other	-0.0490373718096246	10	0.470079556247737	0.994221470447581	0.999800740360261	517	NA
ZNF516	Other	0.0776676112526436	10	0.471144336660936	0.9942834623355	0.999800740360261	NA	581
HECTD2	Other	0.0385030113385272	10	0.473487059727565	0.99450486193521	0.999800740360261	NA	582
NAA60	Other	0.0121892496994357	10	0.482220468487211	0.995319612462141	0.999800740360261	NA	583
USP44	Other	0.0610037147417923	10	0.482859524560774	0.995363892382083	0.999800740360261	NA	584
NCOR2	Other	-0.00642777823333017	10	0.484563651834079	0.99548787615792	0.999800740360261	518	NA
KDM5B	Other	0.074125993417854	10	0.485135245201648	0.995523300093873	0.999800740360261	NA	585
NAT2	Other	-0.0190199847828476	10	0.494717600358399	0.996311482668839	0.999800740360261	519	NA
NAT9	Other	0.0265338662448068	10	0.499682382756687	0.996630298092421	0.999800740360261	NA	586
L3MBTL2	Other	0.0574626950227404	10	0.507653356127195	0.997161657131724	0.999800740360261	NA	587
AMER1	Other	0.0778741403344127	10	0.514990744390986	0.997551320427213	0.999800740360261	NA	588
ZRANB3	Other	-0.0183262996555868	10	0.517750774382624	0.997719584122992	0.999800740360261	520	NA
PRMT3	Other	-0.0024579780974173	10	0.523851004345128	0.99794983970669	0.999800740360261	521	NA
CDK4	Other	0.0942695274800325	10	0.529281191330451	0.998250943162295	0.999800740360261	NA	589
MYCL	Other	0.0220547060634302	10	0.53321836109089	0.998410350874086	0.999800740360261	NA	590
SAP30	Other	-0.0448594777112416	10	0.533965432683141	0.998436918826051	0.999800740360261	522	NA
RNF43	Other	-0.000179753553035203	10	0.547246760635702	0.998870862041481	0.999800740360261	523	NA
NEK6	Other	-0.0106213517112773	10	0.547566691814096	0.99887971802547	0.999800740360261	524	NA
CHRAC1	Other	0.0650082661114832	10	0.561003887886537	0.99926052533697	0.999800740360261	NA	591
JARID2	Other	0.0531252477449419	10	0.56288751400547	0.999304805256912	0.999800740360261	NA	592
BAZ2B	Other	-0.0387764483539184	10	0.584116252779024	0.999774172408296	0.999800740360261	525	NA
PRDM8	Other	-0.0274618784074271	10	0.586391354193808	0.999800740360261	0.999800740360261	526	NA
