Gene	Category	DMSO	plasmid	PRMT5
RPLP2	Essential	-0.673436454382944	0.153349783107864	-0.487349669195211
RPN2	Essential	0.370740786044736	0.41910395875052	0.562764754327782
RPS11	Essential	-1.54274558669668	0.394703464143066	-1.14149356146554
RPS13	Essential	-1.94451252617233	0.19823099857105	-1.91540201752295
RPS14	Essential	-1.69710284275285	0.170142558578361	-1.62816958611843
RPS15A	Essential	-1.94957550153657	0.168889675386777	-1.79877954240271
RPS17	Essential	0.037878168576398	0.207167159910587	0.190647479373293
RPS24	Essential	-0.196663027716969	0.479903413762291	-0.164392442642296
RPS26	Essential	-1.84043825323085	0.0763248242741511	-1.69681185416129
RPS27A	Essential	-1.13790023735781	0.173903322546025	-1.09604924694245
RPS3A	Essential	0.393648207566379	0.782593037294532	0.522978563485006
RPS7	Essential	-1.19441035444702	0.294849924623901	-0.929318242556882
RPS9	Essential	-1.67831848005333	0.284839690284261	-1.60556969070709
RPTOR	Other	-0.209064350950158	0.28185220265143	-0.137411143631469
RRM1	Essential	-2.92247815879346	0.110245710263858	-2.72075579638702
RSF1	Other	-0.556934663281312	-0.39105470423897	-0.522830234975223
RTF1	Other	-1.02468769472568	-0.0433631734337596	-0.825917072256058
RUNX1	Other	0.348393507081274	0.156946086747101	0.425802940903971
RUVBL1	Essential	-1.53509477081652	0.208934719741232	-1.50034092870335
RUVBL2	Essential	-1.59525971688692	0.308160447077651	-1.39372900118213
SAP130	Other	-1.08694341663178	-0.0653109594454641	-0.933524698089652
SAP18	Other	-0.271895139326791	0.305527760044628	-0.0155747896080012
SAP25	Other	0.270279072959974	0.282752231443038	0.390817750796453
SAP30	Other	0.135127623917805	0.215031255533005	0.170171777821764
SAP30L	Other	0.535828620121215	0.316038821226355	0.487487404771315
SBK2	Other	0.344646377041867	0.297156773174873	0.410128929017473
SCMH1	Other	0.00867005257648973	0.0816173313317346	-0.0420197461654725
SCML2	Other	0.651530484280603	0.141374595638609	0.678462692878068
SCML4	Other	-0.0993217978961926	0.0680568456682109	0.0556607328609579
SDAD1	Essential	-1.12208137663773	-0.0722991794942402	-0.865024170119111
SENP1	Other	0.177566559706182	0.100284495149008	0.152931009763398
SENP3	Other	0.349738696016585	-0.00940139994334155	0.329121377231526
SETBP1	Other	-0.152203762918948	-0.135844861207387	-0.051982186552551
SETD1A	Other	-0.456010316508177	-0.00405459340197977	-0.286392968791801
SETD1B	Other	0.444865363707986	0.340230771880705	0.251580228779729
SETD2	Other	-0.178070147510554	-0.0376182605979273	-0.155696455944755
SETD3	Other	0.576390251488238	0.286952139057492	0.426658628539502
SETD4	Other	0.0693915807411684	-0.105608038668186	0.28134780171992
SETD5	Other	-0.291044717141894	-0.0984363885324642	-0.246738462708257
SETD6	Other	-0.477146436671693	0.189336181368927	-0.44257947329213
SETD7	Other	0.533665051892235	0.352388995775469	0.529513312331351
SETD8	Other	-0.805664857679887	0.359511847915476	-0.820218879919514
SETDB1	Other	-0.585921790553001	-0.212932737560097	-0.52680305704737
SETDB2	Other	0.0734831530377449	-0.0938305592632537	0.0523804244088007
SETMAR	Other	-0.101530934962048	-0.182957547998534	-0.2268673213023
SF3A2	Essential	-0.64918828748779	0.0479963708889101	-0.68170935554999
SF3B1	Essential	-2.05388360892343	-0.0969436532827567	-2.02899950393979
SF3B2	Essential	-0.74204929340846	0.0876835787832095	-0.803539196239949
SF3B3	Essential	-1.97762170549471	0.26009566531927	-2.04181689743908
SF3B4	Essential	-0.846824259624011	0.252172181748559	-0.773842376491678
SF3B5	Essential	-0.277694271789149	0.607710654213725	-0.25808547190962
SFMBT1	Other	-0.113542811088993	-0.253980168067089	-0.142859042888659
SFMBT2	Other	0.302896959400212	0.0863024018410197	0.1263593637669
SH2B3	Other	0.454515528440176	0.219211704691706	0.377517520453555
SHPRH	Other	-0.3632464130072	-0.306656861896558	-0.284562360608409
SIAH1	Other	0.547993793770725	0.349752736323295	0.576631511573055
SIAH2	Other	-0.140372005246659	0.136670385023142	-0.278943774438209
SIN3A	Other	-0.765455605057905	0.202869524054951	-0.566824175751694
SIN3B	Other	-0.456617023531577	0.0228368683456072	-0.607742836873364
SIRT1	Other	0.777921790330904	0.405195928836628	0.736972919290878
SIRT2	Other	0.0732707833094521	0.0101531402259697	-0.0337381342924389
SIRT3	Other	0.147277846272371	0.119274441790098	0.116899477537953
SIRT4	Other	0.141738561806662	0.126115654959838	0.0340961650236309
SIRT5	Other	0.447553725474811	0.264329807543645	0.367959352995676
SIRT6	Other	0.0437532437066002	0.0297101838091372	-0.0675033319611121
SIRT7	Other	0.220084249481216	0.270799460999759	0.190770365010376
SKP1	Other	-0.244321454983563	-0.381069058686891	-0.39091893981182
SKP2	Other	-1.09270211508029	0.245345515925278	-1.02574494000191
SLC38A4	Other	-0.164219882135086	-0.408881375060907	-0.234919187836331
SMAD2	Other	0.348048992166999	0.206143435464018	0.419674319327609
SMAD3	Other	0.00799430197355922	0.103677986236023	-0.0875215464366561
SMAD4	Other	-0.016904404995032	-0.266846511142752	0.0895696955401176
SMARCA1	Other	-0.432409576764074	-0.503454229507264	-0.429894393768529
SMARCA2	Other	-0.117615510237893	-0.225606246742993	0.0144527660576563
SMARCA4	Other	0.811626487916112	0.0423539537941827	0.835537603180803
SMARCA5	Other	-0.41239489955607	-0.067956816934801	-0.503926196742032
SMARCAD1	Other	0.428445380648465	0.00677690535794054	0.545473574999109
SMARCAL1	Other	0.291857852527811	0.255985691345629	0.342751357317861
SMARCB1	Other	0.796286612831523	0.0231516334835513	0.951327733630536
SMARCC1	Other	0.619357061385956	-0.0357669648400697	0.728234509059007
SMARCC2	Other	0.411962731633606	0.132461336994147	0.447020783894059
SMARCD1	Other	0.261460958911621	0.0886291251439667	0.170305653363139
SMARCD2	Other	0.0503613395908135	-0.0247051273661254	-0.167888584007674
SMARCD3	Other	-0.0415780091503127	0.0114866160453738	0.0584602297184158
SMARCE1	Other	0.166347301961007	-0.0202491554654918	0.109296515151687
SMC1A	Other	-1.28222478597957	-0.499373471603414	-0.907707223591372
SMEK1	Other	0.312908582449189	0.239190083973721	0.272707456485332
SMEK2	Other	0.127326123736078	0.130587437377471	0.0857697600312534
SMN1	Other	-1.17746005385678	-0.0760571170693322	-1.09340532593074
SMN2	Other	-0.4721956556691	0.120479735121121	-0.524706842235432
SMNDC1	Other	-1.21025642260454	-0.422851924694012	-1.53810094185701
SMO	Other	0.0654097118410811	0.0163833256277008	0.181177943106597
SMURF1	Other	-0.186812662706753	0.0310076953885961	-0.116850470174588
SMURF2	Other	-0.0211577750763212	-0.0686587553073772	-0.0700055538104715
SMYD1	Other	0.17653721292872	-0.0168620380850723	0.260497659970584
SMYD2	Other	0.370542809080875	0.20186051459123	0.317090636444957
SMYD3	Other	0.126952647450902	0.073901602760282	0.113620518627458
SMYD4	Other	0.355635228913284	0.193110179052168	0.299315141493882
SMYD5	Other	0.343714016386681	0.104311742267389	0.29646412277493
SND1	Other	0.41109959755118	0.187207832463447	0.394889718174616
SNRK	Other	0.336806596321435	0.328675794615665	0.369510636793346
SNRNP200	Essential	-1.46272789787052	0.246570586979885	-1.31030215973854
SNRNP70	Other	-0.861025314714623	-0.0347602797242577	-0.843328351282201
SNRPD2	Essential	-0.586199874112308	0.4264298604649	-0.564116543325551
SOCS1	Other	0.155159574301114	0.281552764776557	0.176204197181871
SOX17	Other	0.277053331815676	0.400678364162619	0.409880088017417
SP100	Other	-0.359384265215295	-0.369267252291819	-0.404165902580798
SP110	Other	-0.293657172179164	-0.178039251134545	-0.187809924466112
SP140	Other	-0.342479783076333	-0.412501593843445	-0.244821174647335
SP140L	Other	0.260042327627367	-0.0915157427733956	0.141501281725274
SPEG	Other	-0.399807982620703	-0.311769430407156	-0.311258086824882
SPEN	Other	-0.653343514142389	-0.124648487433534	-0.675346666151789
SPIN1	Other	-0.25821706573628	-0.12829228894393	-0.0584106299150647
SPIN2A	Other	0.532627828806185	0.206508260241838	0.47944918945921
SPIN2B	Other	0.438416818382786	0.0877095573385667	0.502819783106982
SPIN3	Other	0.171270828340334	0.0382150659890159	0.279169149900055
SPIN4	Other	0.232994107975367	-0.0967511408030149	0.0336085813054193
SPOP	Other	0.769895997060711	0.400168753168904	0.628291624765301
SQSTM1	Other	0.0801831391614646	-0.0446975794347984	0.135529377506711
SRC	Other	0.420492656499385	0.230262541519595	0.427454640171668
SRCAP	Essential	-0.203092162882654	-0.116366323842555	-0.0640236547761595
SRSF1	Essential	-0.641356058581086	0.284741626928612	-0.558092599228141
SRSF2	Other	-1.42380249414736	0.146765172371249	-1.37275828972596
SRSF3	Essential	-1.00580273744458	-0.0498285159957956	-1.26409620835275
SSRP1	Other	-0.139286237847745	0.0170322810666626	0.0591154636377319
STAG2	Other	0.0186430928578047	-0.196197278253655	0.121409643951432
STAT3	Other	0.0715509771631884	-0.12468399881744	0.154868228992019
STAT5B	Other	0.19936069592752	0.299544129382858	0.229384029089132
STK11	Other	-0.119709498858165	-0.0809568904596561	-0.33378963666206
STK17A	Other	0.672774087893326	0.356634307977315	0.636958693000605
STK17B	Other	0.457440020460662	0.186514411884588	0.3517168543786
STK19	Other	-0.00983607462054944	-0.0691862067159713	0.023630864190149
STK31	Other	0.0374087627354789	-0.052065176779841	0.0383108957884028
STK38	Other	-0.0144187313219998	-0.0426499868222321	0.032211143369205
STK4	Other	-0.103230546663047	-0.0461121926172474	-0.0946135395639503
STUB1	Other	-0.321300016826175	-0.230958850256769	-0.355464872322936
SUDS3	Other	-0.497498282769765	0.345626492971973	-0.344471972922882
SUFU	Other	0.358697433615704	0.404536271098352	0.427227325219526
SUPT16H	Other	-0.731780600798025	-0.0487280502659883	-0.522564568978589
SUPT20H	Other	0.701863974388651	0.388899202877761	0.76432732646032
SUPT3H	Other	0.374888534119248	0.222364912787301	0.196071787032452
SUPT6H	Essential	-0.980169616635954	-0.176552669912196	-1.11344676387438
SUPT7L	Other	-0.170185945601154	-0.129937276960171	-0.167683344878561
SUV39H1	Other	0.89049133411696	0.595865627528376	0.866408915249646
SUV39H2	Other	0.467433493826778	0.213227949435067	0.518269231304504
SUV420H1	Other	0.225203710725443	-0.112777866869377	0.199001763047572
SUV420H2	Other	0.0494283925353899	0.250813120678976	0.0055908767836705
SUZ12	Other	0.463677105679227	-0.0086932968223533	0.22700718383347
TADA1	Other	0.604931814205034	0.270427999845554	0.438584331871638
TADA2A	Other	-0.110585038876998	0.0648021792080564	-0.144570370555174
TADA2B	Other	0.442510379652721	0.0887370419974009	0.414444518530308
TADA3	Other	-0.266228362732691	0.0281839568286044	-0.140781469833698
TAF1	Other	-1.6505501961798	-0.235168503910905	-1.46763270035737
TAF10	Other	-0.324828177501872	0.195526796466515	-0.324928095046162
TAF12	Other	-0.541338050891691	0.0933969214713915	-0.305277282090168
TAF1L	Other	-0.398164924147533	-0.317802389282529	-0.363237985797525
TAF2	Other	-0.259677673894758	0.213473017127636	0.0676279019169102
TAF3	Other	0.21893165263253	0.378150875580683	0.229830462521211
TAF4	Other	-0.297666412212403	-0.0648665019552234	-0.201841595663681
TAF5	Other	-0.905127584447005	0.0950111742496729	-0.686785315176757
TAF5L	Other	0.0903355719202668	-0.145871797783968	0.0805949958727083
TAF6	Other	-0.35394278764248	0.319495763849084	-0.200885530431758
TAF6L	Other	0.0687067885293634	0.0166497156667173	-0.107078737499322
TAF7	Other	-0.548361716155279	-0.0261334844094574	-0.623424216554616
TAF8	Other	-0.372372122762285	0.30873630816834	-0.247581885119695
TAF9	Other	0.160336493484427	0.0114842726534957	0.264354554385468
TAF9B	Other	0.648474302179032	0.413009780902663	0.583516820525499
TBL1XR1	Other	0.200541682605876	-0.033231972870227	0.0971415798835883
TBX3	Other	0.339707814527179	0.250643719748533	0.329825455916478
TDRD1	Other	0.399515011869716	0.0938479038402316	0.391899072336488
TDRD10	Other	0.25017360035491	0.265692702643859	0.0543497636236711
TDRD12	Other	0.561123902841887	0.331504066614863	0.482859207523385
TDRD3	Other	0.0864541282901688	-0.151369321483656	0.0750910736194189
TDRD5	Other	0.294522620873379	0.198669052004701	0.3772699274985
TDRD6	Other	0.241448241424119	0.229293367940477	0.328494070911614
TDRD7	Other	0.112592661697811	0.0252045713543596	0.0215312790753319
TDRD9	Other	0.326459517536495	0.290180684548763	0.359616034222349
TDRKH	Other	-0.161337014876097	-0.0311631796070958	-0.0350381696350816
TERT	Other	-0.285778524188717	-0.123517774137301	-0.244945719786756
TESK2	Other	0.615104056618489	0.546975999642788	0.661858309951599
TET1	Other	0.0759486740081842	-0.272716000133328	-0.0157062114643922
TET2	Other	-0.356925846353199	-0.580608347198058	-0.274815109605723
TET3	Other	0.0422050590952848	0.00204173655263952	-0.0729995035645123
TLK1	Other	0.0969924197106048	-0.0187970630746751	0.15474610611394
TLK2	Other	-0.408564701037144	0.0588312190414889	-0.401441669311693
TNFAIP3	Other	-0.016718596413361	-0.154790060713715	0.0346236861902836
TOPORS	Other	0.0888366776825106	0.0711116528699127	0.209664694200887
TP53	Other	0.143157105819699	-0.00657233199787617	0.15570817160001
TP53BP1	Other	0.0897577793803528	0.419586548779226	0.171680266627878
TP53RK	Other	0.492875833724935	0.421267348696833	0.491760256181007
TP63	Other	-0.0281769161495545	-0.0994004827733412	0.132093016055373
TP73	Other	0.608526523779535	0.134164667609693	0.806736963791068
TRAF6	Other	0.162887245443751	0.0876760935707736	0.116815947983203
TRAF7	Other	0.0653118240611482	0.148926157687012	-0.127263217580602
TRIB3	Other	0.26174340770495	0.229533513652103	0.288660075192096
TRIM16	Other	0.378413676403919	0.160091988716952	0.276533825356241
TRIM23	Other	0.508241706960909	0.276133287031322	0.360025377513446
TRIM24	Other	-0.155733671774518	-0.425731671130257	-0.123980036932725
TRIM27	Other	0.0467985393888378	-0.10232215833441	0.0454222595170363
TRIM28	Other	0.887131464131682	0.385628217595479	0.839751478318403
TRIM33	Other	0.21476623715099	-0.0484368818736917	0.2672374887327
TRIM63	Other	0.285161652357301	0.248536447740446	0.31556798263728
TRIM66	Other	-0.149669925923138	-0.092709457169762	-0.183160548579458
TRMT44	Other	0.635829363828118	0.562538518587621	0.69929171387039
TRRAP	Other	-0.693163445898645	0.0751001825737941	-0.547448032142567
TSC1	Other	0.269599616691056	0.103375716064885	0.2532050744199
TSC2	Other	-0.205230669459831	0.126904656326143	-0.147197930989576
TSSK6	Other	0.518806632561969	0.583420337313319	0.45574453122788
TUBB	Other	0.290164243366143	0.543782015001292	0.125470836817379
TUBGCP3	Other	-1.24944585236667	-0.271333815310771	-1.16276151044027
U2AF1	Essential	-1.69820461855521	0.202908743368108	-1.50474304622779
U2AF2	Essential	-1.13600998934222	0.0237982036340813	-0.848913105863546
UBE2A	Other	-0.0475733611104339	0.320793598778083	-0.284030234495705
UBE2B	Other	0.522771268317671	0.283622453296852	0.5494748851657
UBE2D1	Other	0.0746302383265336	0.0926749105943663	0.0172558127055441
UBE2D3	Other	-0.173476012830339	0.0690741826257586	-0.196711616484805
UBE2E1	Other	0.616059878173615	0.482735049079565	0.747996804032895
UBE2H	Other	-0.0857414304277916	0.250044329974612	-0.0376505973994945
UBE2I	Other	-0.643578407969063	0.604567586733691	-0.468998124471053
UBE2K	Other	0.391059034551776	0.499127952025927	0.547060244353663
UBE2N	Other	0.697087855936192	0.704464436281622	0.556506470196157
UBE2T	Other	0.0102271104921256	-0.149380988869172	-0.00309345466845578
UBE3A	Other	0.0184000980897078	0.022952569856102	0.0443559240651829
UBE3B	Other	-0.100785160795706	-0.0836343795907874	-0.113874011251763
UBE3C	Other	0.0720142718615579	-0.135691893151214	0.0452720870700952
UBE3D	Other	0.131785814880566	-0.0300538016941912	0.46663512451278
UBN1	Other	0.120332414893708	0.126395984348449	0.0210580991217896
UBR1	Other	-0.232979063722016	-0.271751688846387	-0.169157342717045
UBR2	Other	-0.26070897234167	-0.153948859376843	-0.270900381894853
UBR5	Other	-0.550342422177003	0.0314397299005626	-0.542383828760651
UBR7	Other	0.0990763459360298	-0.0172971727139942	0.151189883356753
UCHL5	Other	-0.187679275474558	-0.214386843693786	-0.186020808029011
UHRF1	Other	0.364365818173958	0.4766343948712	0.218644346813565
UHRF2	Other	0.331897419925343	0.199760152683182	0.503089619401099
UIMC1	Other	-0.130545644071058	-0.311690465820617	-0.115412330497281
USP1	Other	0.336318119866038	-0.131702370255685	0.315554815590627
USP10	Other	0.387908744315219	-0.00293815714383523	0.5487291257202
USP11	Other	-0.187985735355176	-0.260724264450057	-0.299281808563279
USP12	Other	1.01463242536685	0.663705498916273	1.00047577236941
USP13	Other	0.364428638772449	0.147321521684874	0.352223940030343
USP14	Other	-0.214070879849983	-0.0879825725611281	-0.32958682506376
USP15	Other	-0.342991302253704	-0.0557542326280148	-0.291547525300245
USP16	Other	0.46085000609128	-0.115538207223452	0.500397050763937
USP17L2	Nonessential	-0.0458656124980508	0.121776032389484	-0.015390994759851
USP18	Other	0.59182995584851	0.61907291220347	0.541961024402371
USP2	Other	0.411614788205304	0.426930043872956	0.311495894402718
USP21	Other	0.519812792403307	0.24758937632554	0.47681438875851
USP22	Other	1.07169615607641	0.445217304724386	0.885022270739509
USP25	Other	0.225168750949616	-0.159338530898458	0.028907381366948
USP26	Nonessential	0.477031300213437	0.188382884321015	0.537077394805937
USP27X	Other	-0.113081794062673	-0.0519349672277751	-0.115686256653103
USP29	Nonessential	-0.0795557850177497	-0.240011866392084	-0.0715531103653432
USP3	Other	-0.399218527035035	0.126675703671893	-0.192086885025581
USP33	Other	-0.086201754288812	-0.320065724181507	-0.276785696927469
USP36	Other	-0.494234391329049	-0.0983495428208276	-0.233462294109835
USP37	Other	-0.709358286880335	0.00999841712496186	-0.952104753472623
USP38	Other	0.292451314055802	-0.0308140173818708	0.248959450480344
USP39	Essential	-0.793008262687317	0.235426916792972	-0.663738368012054
USP4	Other	0.553530746052767	0.33948376111549	0.451738167687502
USP42	Other	0.284460724351114	0.16496352121503	0.417677801170196
USP44	Other	0.0493024544198523	-0.0795639135111963	-0.018560198769404
USP45	Other	0.557971163957146	0.194337325567147	0.488668799205025
USP46	Other	0.255935447593782	0.0981768728856221	0.27064377043639
USP49	Other	-0.0724974542935077	0.00593487117869251	-0.22307190767877
USP51	Other	-0.0344199713028046	-0.199972816523711	-0.126732263085248
USP53	Other	0.261748915462302	-0.0980800463097069	0.169692914301392
USP7	Other	0.175271948582268	0.074740066944058	0.166001353354047
USP8	Other	-1.18653103353592	-0.298007319153111	-0.903474278284968
USP9X	Other	-0.169234805537979	0.0489040605291538	-0.343302316634614
UTY	Other	0.0580009402516703	-0.13068558765476	0.194808578093896
VCP	Essential	-2.09577681250823	0.142190597709332	-1.96645120354404
VCPKMT	Other	0.192323753826467	0.223033554225726	0.233604494310799
VHL	Other	-1.02009730200642	0.0686066362226049	-0.829691728978176
VPS72	Other	-0.238943689349442	0.140938464086096	-0.0344499421783467
VRK1	Other	0.357016150361388	0.129467807853	0.390762083935783
WDR5	Other	-0.711279671074934	0.0960547844144245	-0.732551644249677
WDR61	Essential	0.25122014099889	0.124203207789356	0.325418990999324
WDR77	Other	0.324284116901002	0.31069059452612	-0.0280867737334765
WDR82	Other	-0.0901988808266307	0.15234428990057	0.131095910318345
WEE1	Other	-1.58451191834692	0.0144101972839138	-1.48250106919655
WEE2	Other	0.317970295869702	0.126221351667129	0.311178162489864
WHSC1	Other	-0.108945904081595	-0.00761344045576297	0.0391647241130788
WHSC1L1	Other	-0.0320964302527328	-0.142106502755587	0.0863194406557071
WT1	Other	-0.159992266718668	-0.127239861823471	-0.206527828956167
WWP1	Other	0.213343072864839	0.0782716655189216	0.283353649061352
WWP2	Other	0.372681145825548	0.120371171297023	0.511961869793112
XPO1	Essential	-1.49765160715428	-0.283204302039127	-1.39755325660619
YAF2	Other	0.22473899050452	-0.0557958334267002	0.17172203758302
YEATS2	Other	-0.246182544151099	0.0477294443107493	-0.204579626305581
YEATS4	Other	-0.167269877564595	0.242223220990821	-0.121220150142502
YWHAB	Other	0.198741737171248	-0.144856897423961	0.151320682566098
YWHAE	Other	-0.0142998018509992	-0.129198423049002	-0.184759207284474
YWHAZ	Other	0.371317555941759	0.300145267286312	0.259131314902986
YY1	Essential	-0.659710739249265	0.238610959532469	-0.705505523328164
ZBTB16	Other	0.0530538599174219	0.0740871513418272	0.179248119855272
ZBTB33	Other	0.202661585605833	0.0619160751281934	0.274459045148335
ZBTB7C	Other	0.574532366130081	0.491853421046995	0.758480809373453
ZCWPW1	Other	-0.568784701938331	-0.359992351336085	-0.528629815615151
ZCWPW2	Other	0.251617225208575	-0.202552021381584	0.108859789181129
ZFHX3	Other	0.320477105948757	0.0832303079532554	0.220171302263062
ZFP57	Other	-0.00261062532184587	-0.115679681235081	-0.0497066731534832
ZGPAT	Other	-0.117518884541949	-0.145587473361282	0.0118566846879057
ZHX1	Other	-0.288033787737058	-0.585391477418377	-0.344212985104735
ZMYM2	Other	0.285851246554589	0.203423312840882	0.122773642477022
ZMYM3	Other	0.0217308030702957	0.0373819321293307	0.0819542883325619
ZMYND11	Other	0.219746853425337	-0.0942331303529771	0.312735333699785
ZMYND8	Other	-0.282650902703468	-0.437196136069107	-0.307375447096565
ZNF217	Other	0.00434848835053972	0.276585591332329	-0.0139407450329545
ZNF292	Other	-0.0113533792186107	-0.152092577009881	0.0143144756739003
ZNF516	Other	0.197216053255115	0.15787387932197	0.235541490574614
ZNF532	Other	-0.0281296211016003	0.168217990914456	0.130253286094136
ZNF541	Other	-0.296071614905605	-0.0393623316146834	-0.354903564325726
ZNF592	Other	0.220651045756883	0.232598509832826	0.167110367615512
ZNF687	Other	-0.0363889776555895	0.137525239077477	0.0182897877647549
ZNF711	Other	0.214303062268431	-0.0261560617667793	0.196916509702108
ZNHIT1	Other	0.139100949087542	0.256516591834867	0.174080498438254
ZRANB3	Other	-0.101441700186155	-0.107171838649705	-0.125498138305292
ZRSR2	Other	-0.695697871717092	-0.06040169703882	-0.589561490325037
ZZZ3	Other	-0.362802990099789	-0.0712989633460937	-0.322070010917545
