Gene	Category	PRMT5_biased	DMSO_biased	PRMT5	DMSO	Z	P(-)	FDR(-)	P(+)	FDR(+)	P(replicates)	FDR(replicates)	P(sgRNAs)	FDR(sgRNAs)
METTL17	Other	-0.117294238410088	-0.0412568175944809	-0.116294397486636	-0.0465489983795128	-0.683804831529513	0.247049207633615	0.975710381432788	0.752950792366385	0.999999886627587	0.0438452760532598	0.793765424626525	0.898984218636533	0.997549572641859
PCGF2	Other	0.148939671378012	0.219403143276619	0.147658212847733	0.217267997536278	-0.68247597481523	0.247469014708632	0.975710381432788	0.752530985291368	0.999999886627587	0.619830485159053	0.989625021370983	0.710325191732053	0.986130025641969
EPC2	Other	-0.459563445898406	-0.404833326577347	-0.471460897953197	-0.402201426720965	-0.679043328099611	0.24855520448324	0.975710381432788	0.75144479551676	0.999999886627587	0.56789961817417	0.989625021370983	0.143506792539719	0.717842938139968
MTA1	Other	0.0336185346632435	0.102475367681516	0.0321591411268293	0.100438598206421	-0.669440378793189	0.25160730059223	0.975710381432788	0.74839269940777	0.999999886627587	0.579537058963739	0.989625021370983	0.299186135071468	0.83033303330333
HDAC9	Other	0.251263540956448	0.328353208846955	0.256541940696805	0.324809098274816	-0.669319858604927	0.251645730802311	0.975710381432788	0.748354269197689	0.999999886627587	0.458441421880904	0.989625021370983	0.718454985033387	0.989275959615666
USP45	Other	0.294331473637878	0.363633838389999	0.293630604472817	0.361768842914521	-0.668056607531207	0.252048729506952	0.975710381432788	0.747951270493048	0.999999886627587	0.218149840284605	0.914359572128442	0.922496856125684	0.997549572641859
BAZ2B	Other	-0.0387764483539184	0.0364244231629164	-0.0346012095190913	0.0333810308768893	-0.666528016009398	0.252536831269796	0.975710381432788	0.747463168730204	0.999999886627587	0.198712287238887	0.914359572128442	0.710962822579217	0.986130025641969
TAF9B	Other	0.170507039622836	0.235464521276369	0.164876616753427	0.232559151064677	-0.663591260115886	0.253475976299782	0.975710381432788	0.746524023700218	0.999999886627587	0.6467036598423	0.989625021370983	0.868333658052746	0.997549572641859
HDGFRP3	Other	-0.159444214422721	-0.0966488857099728	-0.163054305659765	-0.0954171122207099	-0.663146974596102	0.253618213997764	0.975710381432788	0.746381786002236	0.999999886627587	0.524446010889869	0.989625021370983	0.222493313732089	0.791340976202883
L3MBTL4	Other	0.234159274342367	0.299723437429152	0.233467498363826	0.300989305186576	-0.662016325794735	0.253980379437317	0.975710381432788	0.746019620562683	0.999999886627587	0.371301337189888	0.989521555239767	0.537677783878567	0.970145320983711
ORC4	Other	0.0588026781908084	0.128451324284185	0.0622030780294018	0.129547272905087	-0.66027594427138	0.254538382206069	0.975710381432788	0.745461617793931	0.999999886627587	0.397238708805555	0.989521555239767	0.212964274960591	0.783204142782699
MAX	Other	-0.0643919405241705	0.00525789010500007	-0.0637380233892772	0.00349598559679114	-0.659196256279706	0.254884875325172	0.975710381432788	0.745115124674828	0.999999886627587	0.542683290856226	0.989625021370983	0.00459182769797552	0.217615511551155
MLLT1	Other	-0.0141008446457546	0.0573674666799994	-0.00953517545956846	0.0574270117869939	-0.656532733127693	0.255740706791031	0.975710381432788	0.744259293208969	0.999999886627587	0.342705127594423	0.989521555239767	0.307209656564941	0.830856144437973
HDGF	Other	0.103832636643303	0.172935949931397	0.109059366896131	0.175914586133943	-0.655484576463141	0.256077906750497	0.975710381432788	0.743922093249503	0.999999886627587	0.561253631272907	0.989625021370983	0.654346516941497	0.984134482150505
USP44	Other	0.0610037147417923	0.128866367931048	0.0640418081662436	0.13073720377807	-0.653918498897665	0.256582157550304	0.975710381432788	0.743417842449696	0.999999886627587	0.502380419682646	0.989625021370983	0.246802989780194	0.793467590385101
CDK17	Essential	0.257526819415272	0.330349323034279	0.259295438583201	0.325393540950748	-0.648065750005796	0.258471212577183	0.976275746997284	0.741528787422817	0.999999886627587	0.263816781927009	0.964620626705594	0.171208310455375	0.741902678639957
CCNT1	Other	0.209116182814527	0.274376221534078	0.211501384640786	0.277250029600204	-0.644641491523431	0.259579770084887	0.976275746997284	0.740420229915113	0.999999886627587	0.465295804664623	0.989625021370983	0.478652650596008	0.954003482053356
FBXO7	Other	0.041234251451196	0.110544228536413	0.0440562835318706	0.109187618951322	-0.638592607226506	0.261543995922938	0.976275746997284	0.738456004077062	0.999999886627587	0.34919108661361	0.989521555239767	0.105089533998123	0.676425401160806
NFKBIE	Other	-0.0943637207892943	-0.0224131430049012	-0.090185550072501	-0.0251316025162835	-0.637834300088225	0.261790774564197	0.976275746997284	0.738209225435803	0.999999886627587	0.167227902239073	0.886070117077171	0.623412564870083	0.976155808858197
METTL9	Other	0.156695411639171	0.227059749977806	0.162299719484109	0.227304751451718	-0.637354986686025	0.261946820849559	0.976275746997284	0.738053179150441	0.999999886627587	0.505053368050674	0.989625021370983	0.515776935475301	0.96831184796332
RPL26	Essential	-1.51469652378885	-1.51085170738865	-1.54018180702508	-1.47518411374953	-0.637283076410394	0.261970236224674	0.976275746997284	0.738029763775326	0.999999886627587	0.676182507872895	0.989625021370983	0.340818115800847	0.838461538461538
NFE2L2	Other	0.0333962609728075	0.0954485247936383	0.0363821367095984	0.100251542756617	-0.626227230911173	0.265582954276378	0.979807827996889	0.734417045723622	0.999999886627587	0.698685707736705	0.989625021370983	0.986144813050178	0.99881666770079
GADD45A	Other	0.252442677050582	0.317394018587374	0.256815875521949	0.320305227237779	-0.622503159716639	0.266805533375012	0.979807827996889	0.733194466624988	0.999999886627587	0.510050523225629	0.989625021370983	0.695030907384119	0.985104980347281
JMJD7	Other	-0.0523557694594035	0.0183343990115265	-0.047025133394592	0.0163796776430569	-0.621674763672846	0.267077874513186	0.979807827996889	0.732922125486814	0.999999886627587	0.313819080765666	0.983715120664115	0.455565100338299	0.934955744203305
PIAS3	Other	0.000129974627480239	0.0675620729645635	0.00222313445493985	0.0654136819928222	-0.619575241414999	0.267768735591086	0.979807827996889	0.732231264408914	0.999999886627587	0.476358775549381	0.989625021370983	0.528990063585965	0.970145320983711
MED12	Other	0.577469750429133	0.671730198616362	0.587392629122733	0.650112226170515	-0.614960498178811	0.269290403947181	0.979807827996889	0.730709596052819	0.999999886627587	0.526870080197501	0.989625021370983	0.538005455286137	0.970145320983711
CBX5	Other	0.164820616690981	0.246402057114889	0.174377928182154	0.237092063481149	-0.614906979669324	0.269308076580111	0.979807827996889	0.730691923419889	0.999999886627587	0.746379666277688	0.990048407563554	0.329925255495138	0.836745919489908
PHC2	Other	0.250869280724694	0.319699921724952	0.253480397441771	0.315969613727064	-0.612703046306926	0.270036353950301	0.979807827996889	0.729963646049699	0.999999886627587	0.188136593221223	0.914359572128442	0.759883278131033	0.997549572641859
MLLT3	Other	0.211758199698124	0.282321146715362	0.215974003090899	0.27818604092108	-0.609987033843127	0.270935198381491	0.979807827996889	0.729064801618509	0.999999886627587	0.543090815254921	0.989625021370983	0.56927593474911	0.971058107221159
FXR2	Other	0.0496304067153373	0.109612205724784	0.046245709174617	0.108226887076195	-0.607724886724855	0.271684977186229	0.979807827996889	0.728315022813771	0.999999886627587	0.650862200555727	0.989625021370983	0.565698117217804	0.971058107221159
ALKBH3	Other	0.14642507344342	0.228990352150668	0.154415877123223	0.216016469240086	-0.603995607930745	0.272923281113273	0.979807827996889	0.727076718886727	0.999999886627587	0.741297665288715	0.989625021370983	0.586775359110151	0.971058107221159
PARP3	Other	0.01016094752393	0.068460091013242	0.00947380924182837	0.0701796871643934	-0.595228494692203	0.275845372822422	0.979807827996889	0.724154627177578	0.999999886627587	0.771856624592623	0.990048407563554	0.65794204644078	0.984134482150505
SMARCE1	Other	0.129545670617179	0.186596457426499	0.131653566011435	0.192223221363322	-0.593893678825425	0.276291613574691	0.979807827996889	0.723708386425309	0.999999886627587	0.610972603965109	0.989625021370983	0.444052321153403	0.93022203339737
CHFR	Other	0.0162935140270965	0.0792438020519979	0.0177248118581811	0.0779155127762107	-0.590180385289847	0.277534860441227	0.979807827996889	0.722465139558773	0.999999886627587	0.51040261303296	0.989625021370983	0.764196142333375	0.997549572641859
CTR9	Other	-0.908934951365084	-0.918599206072129	-0.951813306005257	-0.891758178273831	-0.588851932598876	0.277980302385126	0.979807827996889	0.722019697614874	0.999999886627587	0.620358159399284	0.989625021370983	0.628177084255832	0.979500669732245
ELL2	Other	-0.0723755638436968	-0.00715213991406677	-0.0709386399286865	-0.011285829937741	-0.584909707013156	0.279304215625908	0.979807827996889	0.720695784374092	0.999999886627587	0.608806792282578	0.989625021370983	0.654975291804672	0.984134482150505
CLTC	Essential	-1.27383925611943	-1.29526018897552	-1.32083479629199	-1.26212730755443	-0.575646706014603	0.282427002322256	0.979807827996889	0.717572997677744	0.99906178257001	0.595882100274921	0.989625021370983	0.239213411502152	0.791340976202883
PELP1	Other	-0.0492380980524695	0.0192972577040593	-0.0451362791905718	0.0134659538436488	-0.574615327864917	0.282775741670535	0.979807827996889	0.717224258329465	0.99906178257001	0.253918868189671	0.964053511138347	0.871247276784924	0.997549572641859
CDKN1B	Other	0.132085999362532	0.199551650217923	0.138036861413711	0.196013439915679	-0.568484672771456	0.284852955149423	0.979807827996889	0.715147044850577	0.998170282325775	0.558027840144136	0.989625021370983	0.393032997396341	0.887765490258703
NAPA	Essential	0.104998396070731	0.161085929969045	0.106098469973284	0.164036884110109	-0.568110708311041	0.284979898521464	0.979807827996889	0.715020101478536	0.998170282325775	0.305323557126661	0.983715120664115	0.746076799093147	0.997549572641859
TSSK6	Other	-0.127675806085439	-0.0646137047513502	-0.124137798659437	-0.0667707149515547	-0.562512363499833	0.286883491223611	0.979807827996889	0.713116508776389	0.997827605521906	0.639047618020827	0.989625021370983	0.634119449512035	0.982149459759254
LBR	Other	0.06651637978448	0.120555392574707	0.0646236850650787	0.121743377517814	-0.560088229444598	0.287709629311898	0.979807827996889	0.712290370688102	0.997827605521906	0.689631414237059	0.989625021370983	0.596729485113091	0.971058107221159
SCMH1	Other	-0.123637077497207	-0.0729472787552447	-0.132041598715271	-0.0752158514264668	-0.557207923583208	0.288692688334485	0.979807827996889	0.711307311665515	0.997793694406581	0.786758830213786	0.990048407563554	0.481725677039976	0.954910118671442
EEF2KMT	Other	-0.413400684333764	-0.355469679456712	-0.411482128477203	-0.355352450074984	-0.55038729327532	0.291026881087865	0.979807827996889	0.708973118912135	0.995768777567546	0.578312058501795	0.989625021370983	0.202204254414708	0.776413715197023
WDR5	Other	-0.828606428664102	-0.807334455489359	-0.84557838315514	-0.789660520515862	-0.548311755867681	0.291738928345407	0.979807827996889	0.708261071654593	0.995768777567546	0.754608039472299	0.990048407563554	0.410479285853451	0.902727625703747
RPL13	Essential	-1.29561837135048	-1.32491601504254	-1.33488446941705	-1.28017969033613	-0.536425009248838	0.29583242539915	0.979807827996889	0.70416757460085	0.991510514362405	0.694750892025695	0.989625021370983	0.197563718804796	0.769603615413806
BRPF1	Other	0.496124737298265	0.579111846918709	0.507699479041463	0.562351645630064	-0.535909470676969	0.29601055937298	0.979807827996889	0.70398944062702	0.991510514362405	0.363344241858332	0.989521555239767	0.555832551054748	0.971058107221159
PRDM4	Other	0.0667384327203132	0.125292442514145	0.0709339753895423	0.125227901263252	-0.532399146448146	0.297224788112899	0.979807827996889	0.702775211887101	0.991510514362405	0.615997256198929	0.989625021370983	0.866279069767442	0.997549572641859
EGFR	Other	0.275225118562578	0.340586906479571	0.280695782464428	0.334599511052944	-0.528575686614308	0.298549915118216	0.979807827996889	0.701450084881784	0.991430082045303	0.522664847914635	0.989625021370983	0.557196372588958	0.971058107221159
METTL6	Other	-0.151392561946483	-0.0943517526180551	-0.147792330282512	-0.0941276123021532	-0.526233672728439	0.299362930416914	0.979807827996889	0.700637069583086	0.991430082045303	0.699249234367529	0.989625021370983	0.53230220159762	0.970145320983711
INO80E	Other	-0.0437830080457323	0.0207572030621713	-0.0386872760112472	0.0146526315405627	-0.523050924733274	0.300469407714676	0.979807827996889	0.699530592285324	0.991223323415706	0.390499307685645	0.989521555239767	0.929900458739971	0.997549572641859
ZNF541	Other	-0.315541232711042	-0.256709283290921	-0.308648226186265	-0.255596222023241	-0.520229820935733	0.301451701457808	0.979807827996889	0.698548298542192	0.991087560622044	0.672068794059765	0.989625021370983	0.267738535928727	0.806823943849911
SNRPD2	Essential	-0.99054640379045	-1.01262973457721	-1.03417470896723	-0.981221314747622	-0.519263563167731	0.301788479392501	0.979807827996889	0.698211520607499	0.991087560622044	0.507790294587985	0.989625021370983	0.469646114879824	0.947007403443047
PRDM5	Other	0.258789059800448	0.337488669482296	0.271518618386426	0.324395717942846	-0.518515968063145	0.302049160977771	0.979807827996889	0.697950839022229	0.991087560622044	0.69865326897425	0.989625021370983	0.314241307851715	0.830856144437973
RING1	Other	0.0530949918836757	0.105501545372734	0.0555512414227642	0.107823092190223	-0.512585264488609	0.304120731496715	0.979807827996889	0.695879268503285	0.991073913613595	0.740056416172438	0.989625021370983	0.769766556262066	0.997549572641859
SPIN2A	Other	0.272940929217372	0.326119568564348	0.271337632398082	0.323227633045781	-0.508843596745522	0.305430928949845	0.979807827996889	0.694569071050155	0.990469670196522	0.471397718857223	0.989625021370983	0.844280805540304	0.997549572641859
UBE2D1	Other	-0.0754190978888222	-0.0180446722678327	-0.0749512885791931	-0.0232001740343627	-0.507482681495857	0.305908092474751	0.979807827996889	0.694091907525249	0.990469670196522	0.642006701485698	0.989625021370983	0.892997573460387	0.997549572641859
BCOR	Other	-0.168399223416833	-0.117862505102743	-0.165451476198598	-0.114107103288457	-0.503497107115926	0.307307406864097	0.979807827996889	0.692692593135903	0.990320101184066	0.793826369477908	0.990048407563554	0.574881772613755	0.971058107221159
YAF2	Other	0.227517871009721	0.28053482393122	0.22567317832421	0.276840292993656	-0.501760191485718	0.307918109273925	0.979807827996889	0.692081890726075	0.990320101184066	0.710535903141234	0.989625021370983	0.652318496608158	0.984134482150505
ZHX1	Other	0.241178492313643	0.297357689681319	0.241664801153195	0.29280443890153	-0.501490951006075	0.308012822373175	0.979807827996889	0.691987177626825	0.990320101184066	0.643802071658316	0.989625021370983	0.477412812837634	0.954003482053356
HACE1	Other	0.434439497416555	0.509546293330026	0.446445387442814	0.497566169982747	-0.501306192847271	0.308077823780573	0.979807827996889	0.691922176219427	0.990320101184066	0.549258558437045	0.989625021370983	0.336390123806656	0.836908690869087
GNAS	Other	-0.130682635769962	-0.0782654291830476	-0.132683397534673	-0.0816370136226869	-0.500577176586923	0.308334364191899	0.979807827996889	0.691665635808101	0.990320101184066	0.518550551385106	0.989625021370983	0.672421580261783	0.984134482150505
AMER1	Other	0.0778741403344127	0.135178104130932	0.0797144179653546	0.130484013148336	-0.497864982965983	0.309289604971653	0.979807827996889	0.690710395028347	0.990320101184066	0.663367586604512	0.989625021370983	0.583542924954392	0.971058107221159
HNF1A	Other	-0.10780755189283	-0.0485165950957095	-0.104721282040405	-0.0539564555463993	-0.497818255601515	0.309306073781566	0.979807827996889	0.690693926218434	0.990320101184066	0.552055405127775	0.989625021370983	0.681312988186117	0.984134482150505
ARID4B	Other	-0.500548738492114	-0.473221747337915	-0.511041485142022	-0.46028263973303	-0.497759648227295	0.309326730179009	0.979807827996889	0.690673269820991	0.990320101184066	0.567897863221653	0.989625021370983	0.0820905435802972	0.620116403532245
SMYD4	Other	0.106204962441714	0.162525049861116	0.106606647149035	0.157220215548307	-0.496336109846783	0.309828646781112	0.979807827996889	0.690171353218888	0.990320101184066	0.608406928774048	0.989625021370983	0.853358189128394	0.997549572641859
FBXL7	Other	0.0934981818434657	0.147940680365878	0.094529801977456	0.144485847839153	-0.489893186977616	0.312104742174966	0.979807827996889	0.687895257825034	0.990320101184066	0.505661631998119	0.989625021370983	0.408238721904391	0.900218720096862
PRKAG2	Other	0.163526701381259	0.208947884454895	0.159242836733415	0.209139914214226	-0.489315368411624	0.312309221158782	0.979807827996889	0.687690778841218	0.990320101184066	0.505997470646768	0.989625021370983	0.439730600967073	0.926301952229121
SMYD2	Other	0.115230121853727	0.168682294489645	0.115075834330325	0.164869772110625	-0.488304724521621	0.312667007760901	0.979807827996889	0.687332992239099	0.990320101184066	0.697835546245471	0.989625021370983	0.890951841159071	0.997549572641859
ZNF592	Other	-0.0654881422173133	-0.0119474640759421	-0.0651848937157239	-0.0156665642859672	-0.485604097177038	0.313623945480638	0.979807827996889	0.686376054519362	0.990320101184066	0.692556491182521	0.989625021370983	0.696235321206539	0.985104980347281
HCFC2	Other	-0.0302748717989308	0.0287835192129645	-0.0266681102234405	0.0228463579800174	-0.485566261845469	0.313637360948337	0.979807827996889	0.686362639051663	0.990320101184066	0.353420962267867	0.989521555239767	0.503715085283126	0.968184929791462
PARP10	Other	-0.22288473556208	-0.176933144734617	-0.226985118659113	-0.177599085993572	-0.484307749449061	0.314083738504	0.979807827996889	0.685916261496	0.990320101184066	0.428237630567371	0.989521555239767	0.672784675605307	0.984134482150505
EP400	Other	-0.469900364477579	-0.428940347306632	-0.472393996157061	-0.423074406815826	-0.483656685509471	0.314314769045191	0.979807827996889	0.685685230954809	0.990320101184066	0.66704282325051	0.989625021370983	0.826701677323367	0.997549572641859
RPL10A	Essential	-1.68171418107114	-1.70983016400972	-1.7230084740981	-1.67388806273868	-0.481704983019044	0.315007767863386	0.979807827996889	0.684992232136614	0.990320101184066	0.618242234435749	0.989625021370983	0.741923342602597	0.997549572641859
PCGF1	Other	0.109750694701257	0.158303195919559	0.110048422602453	0.158981938756667	-0.479873636832537	0.315658624095053	0.979807827996889	0.684341375904947	0.990320101184066	0.200132153869485	0.914359572128442	0.800443684797818	0.997549572641859
ING2	Other	0.209789334259493	0.276820162901814	0.218200422754841	0.267069316796874	-0.47924041856147	0.315883801636747	0.979807827996889	0.684116198363253	0.990320101184066	0.703449742952188	0.989625021370983	0.85359730069608	0.997549572641859
USP18	Other	-0.0771118878010993	-0.0272429563549594	-0.0736796350375453	-0.0253987743638744	-0.473478405215394	0.31793595200926	0.979807827996889	0.68206404799074	0.990320101184066	0.622143665900863	0.989625021370983	0.770926690164544	0.997549572641859
RNF43	Other	-0.000179753553035203	0.0552592702037983	0.00566203804642881	0.0536983591166953	-0.471082213886343	0.31879101295255	0.979807827996889	0.68120898704745	0.990320101184066	0.730835456452577	0.989625021370983	0.642098691085566	0.983585909611369
RPL14	Essential	-0.965485100408208	-0.994087373628809	-1.00889515929001	-0.960944505582459	-0.470242777701461	0.319090787387835	0.979807827996889	0.680909212612165	0.990320101184066	0.552862066968253	0.989625021370983	0.802746240634797	0.997549572641859
AFF3	Other	-0.0110068702418671	0.0403470580739531	-0.00644424494163096	0.0408708912097174	-0.464015476943549	0.321318328566109	0.979807827996889	0.678681671433891	0.990320101184066	0.562405095314773	0.989625021370983	0.945504702527498	0.997549572641859
SAP30L	Other	0.17144858354496	0.21978979889486	0.173240345051584	0.219911407756589	-0.457704338846027	0.323582435194832	0.979807827996889	0.676417564805168	0.990320101184066	0.438295747969146	0.989521555239767	0.912037939035406	0.997549572641859
POLR2D	Essential	-0.969966448587828	-0.980760198405763	-0.997696108017117	-0.951281803915457	-0.455188416147088	0.324486846738114	0.979807827996889	0.675513153261886	0.990320101184066	0.723344299396679	0.989625021370983	0.095126552011194	0.668877265084999
ORC1	Other	-1.56663580513832	-1.5913926606269	-1.6036690123071	-1.55746531902633	-0.453124685709131	0.325229480314885	0.979807827996889	0.674770519685115	0.990320101184066	0.314241367622687	0.983715120664115	0.881998441346818	0.997549572641859
PAXIP1	Other	0.257440136549129	0.303158641609559	0.252680263794145	0.298732604193133	-0.451641611156405	0.325763594021403	0.979807827996889	0.674236405978597	0.990320101184066	0.58476475354	0.989625021370983	0.513270692006589	0.968184929791462
RUVBL1	Essential	-1.70927564844458	-1.74402949055775	-1.74898667634217	-1.70297087241424	-0.451283598082425	0.325892582324436	0.979807827996889	0.674107417675564	0.990320101184066	0.603054796717762	0.989625021370983	0.679665775164279	0.984134482150505
NTRK3	Other	0.00541032316567583	0.0597903041475363	0.00719072998550334	0.0522773798060359	-0.442179015493259	0.329179834924563	0.979807827996889	0.670820165075437	0.990320101184066	0.766931720897994	0.990048407563554	0.513394675782426	0.968184929791462
RCOR3	Other	-0.0229079964370294	0.0266626461779857	-0.0202187628793932	0.0245930532879457	-0.4394859792425	0.330154719550667	0.979807827996889	0.669845280449333	0.990320101184066	0.578764502314757	0.989625021370983	0.757908393701624	0.997549572641859
CHD5	Other	-0.217340589676387	-0.171653219303763	-0.217482609280807	-0.173051308761064	-0.435757387707043	0.331506381876534	0.979807827996889	0.668493618123466	0.990320101184066	0.63700944073767	0.989625021370983	0.201132680352114	0.776413715197023
PHF12	Other	-0.45609371309934	-0.431677506860768	-0.472562784221164	-0.428583959632817	-0.431323672724595	0.333116519949817	0.979807827996889	0.666883480050183	0.990320101184066	0.695966227601229	0.989625021370983	0.958328167342673	0.997549572641859
H1FNT	Other	0.0974765015531497	0.14092946706387	0.101456908223067	0.144737347497171	-0.424480344236993	0.335607768579811	0.979807827996889	0.664392231420189	0.990320101184066	0.63749027909941	0.989625021370983	0.39385660390726	0.887765490258703
SMURF2	Other	-0.0013467985030943	0.047500980231056	0.000803607178519684	0.0435207492967379	-0.418960715752191	0.337622421384061	0.979807827996889	0.662377578615939	0.988702447119653	0.585377311539999	0.989625021370983	0.888950388777697	0.997549572641859
CDK7	Other	-0.751022070942535	-0.746091931894224	-0.772990788296746	-0.730760299710847	-0.414192101760183	0.33936671283263	0.979807827996889	0.66063328716737	0.987417132423957	0.715297015447115	0.989625021370983	0.976642342230645	0.997549572641859
SMYD5	Other	0.192152380507541	0.239402274119291	0.201197597151677	0.243421122938116	-0.414123874775841	0.339391694398769	0.979807827996889	0.660608305601231	0.987417132423957	0.746875055425036	0.990048407563554	0.794297631909881	0.997549572641859
PRDM9	Nonessential	-0.0906176756853386	-0.0420071978303353	-0.0878385445071753	-0.045771522533432	-0.41259032735152	0.339953394594313	0.979807827996889	0.660046605405687	0.987417132423957	0.656313049665888	0.989625021370983	0.79118918152996	0.997549572641859
TRAF6	Other	0.0291398544124292	0.0752111518729779	0.032410926836731	0.0744381940740768	-0.412200779182968	0.340096133045185	0.979807827996889	0.659903866954815	0.987417132423957	0.515875321739547	0.989625021370983	0.267251456809366	0.806823943849911
MBD6	Other	0.0291201916315933	0.0673716522278477	0.0317854647458828	0.0736161448850553	-0.410274464207855	0.340802310999063	0.979807827996889	0.659197689000937	0.987417132423957	0.7628569806437	0.990048407563554	0.162635717954622	0.73478936128907
EIF3D	Essential	-0.707047806614649	-0.695219802926035	-0.723054131300599	-0.681586591507072	-0.406716129544056	0.342108246271346	0.979807827996889	0.657891753728654	0.987417132423957	0.557056671686587	0.989625021370983	0.799566942382968	0.997549572641859
ZFP57	Other	0.0659730080815973	0.113069055913235	0.0694190641366956	0.110864410861977	-0.406498664409763	0.342188119058871	0.979807827996889	0.657811880941129	0.987417132423957	0.697110343152044	0.989625021370983	0.624625834676491	0.976687668766877
RPS27A	Essential	-1.26995256948847	-1.31180355990384	-1.31250504389029	-1.27140913170414	-0.403074630015858	0.343446661736639	0.979807827996889	0.656553338263361	0.987417132423957	0.297788361009756	0.976326649879493	0.4152438052392	0.906723777846535
CBX6	Other	0.021125255301255	0.0684365070908435	0.0247799943964263	0.0656599326444731	-0.400958347538141	0.34422539529878	0.979807827996889	0.65577460470122	0.987417132423957	0.628171969652399	0.989625021370983	0.82717990045874	0.997549572641859
WT1	Other	-0.0792879671326955	-0.0327524048951972	-0.0732840000922431	-0.0337841222622462	-0.387435430344933	0.349216939163862	0.979807827996889	0.650783060836138	0.984540543998379	0.770524349753457	0.990048407563554	0.659970066774119	0.984134482150505
L3MBTL1	Other	0.0374309189744928	0.081639278885033	0.0396408413878631	0.0790172192428991	-0.386225280475466	0.349664916231572	0.979807827996889	0.650335083768428	0.984540543998379	0.592909651938001	0.989625021370983	0.873328433022193	0.997549572641859
CBX8	Other	-0.11968432129117	-0.0780762215458582	-0.122450287734495	-0.0831451295098848	-0.385527414532656	0.349923349677193	0.979807827996889	0.650076650322807	0.984540543998379	0.750992035110045	0.990048407563554	0.429608211268354	0.916539368222537
MYBL2	Other	-0.66251933355991	-0.643719292254111	-0.675630476788409	-0.636739447389985	-0.38146945464148	0.351427466224939	0.979807827996889	0.648572533775061	0.984540543998379	0.730486107596538	0.989625021370983	0.188459767264741	0.766174617461746
USP21	Other	0.22922501243297	0.272223416077768	0.22439518833604	0.26312358819442	-0.379875882523614	0.352018775344952	0.979807827996889	0.647981224655048	0.984540543998379	0.695151959509411	0.989625021370983	0.781500735046671	0.997549572641859
PARP12	Other	0.15451629999923	0.19654253094797	0.151142850610973	0.189866659570548	-0.379830897287049	0.352035472720052	0.979807827996889	0.647964527279948	0.984540543998379	0.712691508358068	0.989625021370983	0.864676136665545	0.997549572641859
STK17A	Other	0.280324385023291	0.316139779916012	0.27553695174194	0.314042958187332	-0.377696696983025	0.352827960897715	0.979807827996889	0.647172039102285	0.984540543998379	0.619114532797055	0.989625021370983	0.761672186896686	0.997549572641859
RPLP0	Essential	-1.3834649213273	-1.42349130476541	-1.42208864028018	-1.38362656253979	-0.377266248987831	0.352987875805045	0.979807827996889	0.647012124194955	0.984540543998379	0.716821691430017	0.989625021370983	0.0456216015161445	0.511763552592883
PHF14	Other	-0.0379704081602692	0.00460255771864107	-0.0381849184889534	0.000223843206492994	-0.376743816454181	0.353181998598152	0.979807827996889	0.646818001401848	0.984540543998379	0.775883919295597	0.990048407563554	0.572251545369206	0.971058107221159
RPL7A	Essential	-1.26953671785147	-1.31825467566939	-1.31149770036416	-1.27366513619161	-0.371097780029094	0.355282352224148	0.979807827996889	0.644717647775852	0.984540543998379	0.684751536541083	0.989625021370983	0.613024495651712	0.971058107221159
NCOA1	Other	0.0760830402414917	0.1120212415104	0.0791569865887876	0.115865983866077	-0.360088188067141	0.359390592851906	0.979807827996889	0.640609407148094	0.982443507807365	0.736340193255927	0.989625021370983	0.778905931738075	0.997549572641859
MUM1	Other	0.0426376787473597	0.080637052632727	0.0458464587674773	0.0824921937308045	-0.359468294168317	0.35962239625082	0.979807827996889	0.64037760374918	0.982443507807365	0.841661080844553	0.990048407563554	0.838763527515542	0.997549572641859
RHEB	Other	0.238416209154452	0.278016039856392	0.245425181873388	0.28193207167124	-0.358107780055428	0.360131328500681	0.979807827996889	0.639868671499319	0.982443507807365	0.733839659367969	0.989625021370983	0.950038966329549	0.997549572641859
RPS9	Essential	-1.89040938099135	-1.96315817033759	-1.94494108652598	-1.90861327669723	-0.356353013697787	0.360788106180364	0.979807827996889	0.639211893819637	0.982443507807365	0.619565953836893	0.989625021370983	0.454183566836111	0.934955744203305
GFI1	Other	0.0568995987983741	0.0991744040482469	0.0601482240496784	0.0961034969192494	-0.352702603625501	0.362155703621406	0.979807827996889	0.637844296378594	0.982443507807365	0.276651062434995	0.964620626705594	0.514891337076463	0.96831184796332
SP100	Other	-0.0348986502889793	0.00988298707652406	-0.0306249338635273	0.0045399107161878	-0.344957365684401	0.365063211419923	0.979807827996889	0.634936788580077	0.980468687337744	0.626138262209814	0.989625021370983	0.699317203634496	0.985104980347281
KDM5A	Other	-0.364934100878238	-0.325317053344638	-0.359423293131518	-0.324300255571341	-0.344547707631811	0.365217212112322	0.979807827996889	0.634782787887678	0.980468687337744	0.661375055184967	0.989625021370983	0.20662339042491	0.776413715197023
SPEN	Other	-0.550698178718255	-0.528695026708855	-0.558118293824446	-0.52319639671522	-0.342576775325632	0.365958438265579	0.979807827996889	0.634041561734421	0.980468687337744	0.728877649970367	0.989625021370983	0.953111992773517	0.997549572641859
H1FX	Other	0.046254314681602	0.0882398397746701	0.0494393100913327	0.0840801099062472	-0.339822362993761	0.366995152917698	0.979807827996889	0.633004847082302	0.980468687337744	0.753598753584941	0.990048407563554	0.853694716519953	0.997549572641859
