Gene	Category	DMSO	PRMT5
USP53	Other	0.359828961772009	0.267772960611099
USP7	Other	0.10053188163821	0.0912612864099886
USP8	Other	-0.888523714382806	-0.605466959131858
USP9X	Other	-0.218138866067132	-0.392206377163768
UTY	Other	0.18868652790643	0.325494165748655
VCP	Essential	-2.23796741021757	-2.10864180125337
VCPKMT	Other	-0.0307098003992586	0.0105709400850735
VHL	Other	-1.08870393822902	-0.898298365200781
VPS72	Other	-0.379882153435538	-0.175388406264443
VRK1	Other	0.227548342508388	0.261294276082783
WDR5	Other	-0.807334455489359	-0.828606428664102
WDR61	Essential	0.127016933209534	0.201215783209968
WDR77	Other	0.0135935223748816	-0.338777368259597
WDR82	Other	-0.242543170727201	-0.0212483795822251
WEE1	Other	-1.59892211563084	-1.49691126648046
WEE2	Other	0.191748944202573	0.184956810822735
WHSC1	Other	-0.101332463625832	0.0467781645688418
WHSC1L1	Other	0.110010072502855	0.228425943411295
WT1	Other	-0.032752404895197	-0.0792879671326956
WWP1	Other	0.135071407345917	0.20508198354243
WWP2	Other	0.252309974528525	0.391590698496089
XPO1	Essential	-1.21444730511515	-1.11434895456706
YAF2	Other	0.28053482393122	0.227517871009721
YEATS2	Other	-0.293911988461848	-0.252309070616331
YEATS4	Other	-0.409493098555416	-0.363443371133323
YWHAB	Other	0.343598634595209	0.296177579990059
YWHAE	Other	0.114898621198002	-0.0555607842354725
YWHAZ	Other	0.0711722886554469	-0.0410139523833254
YY1	Essential	-0.898321698781734	-0.944116482860633
ZBTB16	Other	-0.0210332914244053	0.105160968513445
ZBTB33	Other	0.140745510477639	0.212542970020141
ZBTB7C	Other	0.0826789450830856	0.266627388326458
ZCWPW1	Other	-0.208792350602247	-0.168637464279067
ZCWPW2	Other	0.454169246590159	0.311411810562713
ZFHX3	Other	0.237246797995502	0.136940994309806
ZFP57	Other	0.113069055913235	0.0659730080815974
ZGPAT	Other	0.0280685888193328	0.157444158049187
ZHX1	Other	0.297357689681319	0.241178492313643
ZMYM2	Other	0.0824279337137066	-0.0806496703638598
ZMYM3	Other	-0.015651129059035	0.0445723562032312
ZMYND11	Other	0.313979983778314	0.406968464052762
ZMYND8	Other	0.154545233365639	0.129820688972542
ZNF217	Other	-0.272237102981789	-0.290526336365283
ZNF292	Other	0.14073919779127	0.166407052683781
ZNF516	Other	0.0393421739331449	0.0776676112526436
ZNF532	Other	-0.196347612016056	-0.0379647048203201
ZNF541	Other	-0.256709283290921	-0.315541232711042
ZNF592	Other	-0.0119474640759424	-0.0654881422173134
ZNF687	Other	-0.173914216733067	-0.119235451312722
ZNF711	Other	0.240459124035211	0.223072571468887
ZNHIT1	Other	-0.117415642747325	-0.0824360933966132
ZRANB3	Other	0.00573013846354968	-0.0183262996555869
ZRSR2	Other	-0.635296174678272	-0.529159793286217
ZZZ3	Other	-0.291504026753696	-0.250771047571451
